key,ringPixelCount,ringTreePct,ringShrubPct,ringGrassPct,ringCropPct,ringBuiltPct,ringBarePct,ringWaterPct,ringWetlandPct,insidePixelCount,insideWaterPct,insideWetlandPct,insideBuiltPct,source
begur-kunte5,10813,15.7,6.6,18.9,16.0,32.1,4.3,1.4,5.0,52,0.0,0.0,0.0,esa-worldcover-2021
begur-kunte6,10025,17.3,8.0,10.4,16.3,34.4,1.6,4.3,7.7,11,0.0,0.0,0.0,esa-worldcover-2021
begur-kunte7,10836,14.6,1.7,3.4,7.3,70.2,1.9,0.3,0.7,53,0.0,0.0,28.3,esa-worldcover-2021
begur-kunte8,10568,4.1,0.7,2.5,2.7,87.3,2.6,0.0,0.0,36,0.0,0.0,100.0,esa-worldcover-2021
begur-lake,27354,10.7,4.0,9.5,19.6,54.4,1.8,0.1,0.0,5451,21.8,16.4,0.1,esa-worldcover-2021
beguru-kere,28058,9.7,3.4,2.0,69.7,14.0,0.6,0.6,0.0,4778,17.0,0.0,0.0,esa-worldcover-2021
belalu-kere,13770,10.0,10.4,17.6,52.8,7.6,1.5,0.1,0.0,309,39.8,0.0,0.0,esa-worldcover-2021
belathuru-kunte,10143,10.0,5.7,3.5,18.3,61.0,1.6,0.0,0.0,13,0.0,0.0,53.8,esa-worldcover-2021
belkere-lake,18681,10.8,33.6,3.4,45.4,6.7,0.1,0.0,0.0,1637,0.0,0.0,0.1,esa-worldcover-2021
bellandur-lake,75375,40.0,13.3,1.7,11.3,32.6,0.8,0.4,0.0,39385,0.2,1.5,0.1,esa-worldcover-2021
bellekanahalli-kere,19581,14.3,0.0,0.3,1.4,83.8,0.2,0.0,0.0,2757,0.1,0.0,91.5,esa-worldcover-2021
bellekanahalli-kunte-2,13117,36.5,0.0,0.2,0.6,62.7,0.1,0.0,0.0,366,0.0,0.0,69.7,esa-worldcover-2021
bellekanahalli-kunte1,13068,7.6,0.0,0.0,0.2,91.9,0.2,0.0,0.0,359,0.0,0.0,99.7,esa-worldcover-2021
bellihalli-kere,14694,20.6,13.5,9.4,24.5,23.4,8.5,0.2,0.0,636,54.6,0.0,4.4,esa-worldcover-2021
belur-kunte,11122,36.1,9.5,8.1,2.1,44.1,0.2,0.0,0.0,80,0.0,0.0,1.2,esa-worldcover-2021
belur-nagasandra-kunte,11564,44.9,9.8,3.1,7.6,33.6,0.5,0.6,0.0,126,0.0,0.0,34.1,esa-worldcover-2021
benachikal-lake,11377,9.3,38.5,11.0,32.9,8.1,0.3,0.0,0.0,82,0.0,0.0,4.9,esa-worldcover-2021
bendiganahalli-lake,16115,16.0,12.8,19.5,42.4,7.9,1.4,0.0,0.0,846,1.9,0.0,0.6,esa-worldcover-2021
benniganahalli-kunte,9692,27.6,0.7,0.9,1.4,69.4,0.1,0.0,0.0,3,0.0,0.0,100.0,esa-worldcover-2021
beratena-agrahara-lake,15148,12.3,0.8,4.4,6.7,75.1,0.7,0.0,0.0,389,8.0,0.0,2.3,esa-worldcover-2021
bettadasanapura-kunte1,10847,9.5,7.3,16.7,15.8,46.2,2.2,2.2,0.0,53,0.0,0.0,39.6,esa-worldcover-2021
bettadasanapura-kunte2,10817,9.3,5.1,16.9,13.9,53.1,1.6,0.1,0.0,56,0.0,0.0,100.0,esa-worldcover-2021
bettadasanapura-kunte3,10408,6.9,5.9,21.6,12.8,49.0,3.7,0.2,0.0,28,0.0,0.0,67.9,esa-worldcover-2021
bettahalli-kere,19104,8.1,12.8,1.5,77.4,0.1,0.0,0.1,0.0,1256,23.2,0.0,0.0,esa-worldcover-2021
bettahalli-kere-2,15584,17.5,19.1,15.2,45.6,2.2,0.2,0.1,0.0,720,70.4,0.0,0.0,esa-worldcover-2021
bettahallikaval-lake,14214,9.8,4.9,45.1,30.7,6.2,3.2,0.0,0.0,469,7.9,0.6,0.6,esa-worldcover-2021
bettahalsur-kere,17170,21.3,3.5,4.0,32.0,29.4,7.9,1.9,0.0,766,51.8,0.0,0.0,esa-worldcover-2021
bettahalsur-kunte-1,10006,4.5,6.7,2.4,75.9,10.2,0.3,0.0,0.0,9,0.0,0.0,0.0,esa-worldcover-2021
bettahalsur-kunte-2,10081,9.3,12.8,4.5,57.0,15.2,1.2,0.0,0.0,14,0.0,0.0,0.0,esa-worldcover-2021
bettahalsur-kunte-3,9966,11.8,12.8,4.6,41.6,25.3,3.9,0.0,0.0,8,0.0,0.0,87.5,esa-worldcover-2021
bettahalsur-narayanapura-kunte-newly-created,10847,11.5,11.4,7.2,41.9,22.9,5.0,0.0,0.0,39,0.0,0.0,0.0,esa-worldcover-2021
bettakote-amani-kere,58867,15.5,8.2,9.9,53.0,10.1,2.1,1.3,0.0,20010,14.3,1.1,0.7,esa-worldcover-2021
bettenahalli-lake,23028,2.6,2.9,3.4,83.8,7.0,0.3,0.1,0.0,2284,0.1,0.0,0.3,esa-worldcover-2021
bettrayandoddi-lake,15073,16.6,25.9,31.5,18.2,7.2,0.2,0.4,0.0,520,78.5,0.0,0.0,esa-worldcover-2021
bhaaktarahalli-lake-2,11843,0.8,7.5,6.4,84.3,0.7,0.3,0.1,0.0,96,0.0,0.0,0.0,esa-worldcover-2021
bhadripura-lake,13763,12.2,3.4,16.6,21.9,45.4,0.5,0.0,0.0,234,12.8,0.0,0.0,esa-worldcover-2021
bhairagaudanahalli-kere,17573,34.5,11.2,0.5,50.6,3.3,0.0,0.0,0.0,701,8.7,0.0,0.0,esa-worldcover-2021
bhairanahali-lake-1,14776,6.1,10.3,2.1,72.9,8.5,0.2,0.0,0.0,535,0.0,0.0,5.8,esa-worldcover-2021
bhairanahalli-5r,22184,22.1,7.8,0.7,66.1,2.8,0.4,0.1,0.0,2282,5.2,0.0,0.0,esa-worldcover-2021
bhairanayakanahalli,24815,21.1,1.1,0.7,71.7,5.1,0.0,0.3,0.0,1836,1.7,0.0,0.0,esa-worldcover-2021
bhairanayakanahallipalya,16524,19.3,8.0,1.0,65.4,6.2,0.1,0.1,0.0,814,8.4,0.0,1.7,esa-worldcover-2021
bhairapur-lake,24406,8.6,16.2,1.4,70.7,3.1,0.0,0.0,0.0,2548,0.0,0.0,0.0,esa-worldcover-2021
bhairasandrapalya-lake,22216,6.2,11.2,1.2,80.8,0.6,0.0,0.0,0.0,1957,14.5,0.0,0.0,esa-worldcover-2021
bhairashettihalli-kere,18476,18.5,21.1,1.3,53.3,5.7,0.1,0.0,0.0,1164,0.4,0.0,0.0,esa-worldcover-2021
bhairathi-kunte1,10079,27.1,4.9,2.1,17.7,45.5,2.7,0.0,0.0,12,0.0,0.0,0.0,esa-worldcover-2021
bhairathi-kunte2,9693,20.3,6.4,2.9,16.9,53.0,0.6,0.0,0.0,3,0.0,0.0,66.7,esa-worldcover-2021
bhairathi-kunte3,10355,19.9,7.9,2.9,19.5,49.3,0.5,0.0,0.0,22,0.0,0.0,40.9,esa-worldcover-2021
bhairathi-kunte4,10527,19.0,3.2,2.8,11.9,62.2,0.9,0.0,0.0,34,0.0,0.0,44.1,esa-worldcover-2021
bhairathikhane-kere,12626,15.4,7.1,3.8,12.2,58.1,2.9,0.5,0.0,279,15.1,0.0,33.7,esa-worldcover-2021
bhaktarahalli-kere,24052,20.8,20.3,3.3,43.5,11.4,0.8,0.0,0.0,2700,16.4,0.0,0.6,esa-worldcover-2021
bhaktarahalli-lake,16276,0.1,14.9,5.6,78.5,0.6,0.1,0.0,0.0,743,42.5,0.0,0.0,esa-worldcover-2021
bhaktipura-kere,15713,2.2,3.6,18.0,67.3,7.9,1.1,0.0,0.0,607,6.8,0.0,5.9,esa-worldcover-2021
bhandarapura-katte,11094,14.0,6.4,3.5,27.8,47.1,0.7,0.5,0.0,74,0.0,0.0,74.3,esa-worldcover-2021
bhandarapura-kunte-2,9692,7.1,5.8,8.7,29.1,42.1,7.1,0.0,0.0,3,0.0,0.0,0.0,esa-worldcover-2021
bhandarapura-kunte1,9867,19.1,7.5,2.8,26.4,41.6,1.8,0.9,0.0,6,0.0,0.0,83.3,esa-worldcover-2021
bhattarahalli-kere,14004,8.2,2.6,5.8,8.8,69.0,5.4,0.1,0.0,377,74.0,0.0,0.8,esa-worldcover-2021
bhattarahalli-kunte,11626,12.8,1.1,5.7,8.6,62.2,7.0,2.5,0.0,133,0.0,0.0,46.6,esa-worldcover-2021
bheemanakuppe-hosakere,21812,17.2,13.1,14.9,28.8,12.6,1.0,12.4,0.0,4092,26.7,0.0,0.7,esa-worldcover-2021
bheemanakuppe-kere,12856,30.4,14.8,14.2,25.6,12.8,1.2,1.1,0.0,129,0.0,0.0,0.0,esa-worldcover-2021
bhimapura-kere,23824,1.0,8.2,4.8,78.3,6.9,0.8,0.1,0.0,2824,0.0,0.0,0.0,esa-worldcover-2021
bhimaravutanahalli-lake,19141,0.4,7.8,31.0,57.7,1.6,1.4,0.1,0.0,1314,29.6,0.0,0.0,esa-worldcover-2021
bhimmanakuppe-govt-lake,10917,23.9,9.8,9.0,6.7,49.6,1.1,0.0,0.0,42,9.5,0.0,4.8,esa-worldcover-2021
bhoganahalli-kere,14775,6.4,18.2,3.5,30.3,41.1,0.6,0.0,0.0,433,21.5,0.0,5.8,esa-worldcover-2021
bhoganahalli-kunte1,10468,20.4,43.5,10.2,21.3,4.0,0.6,0.0,0.0,28,0.0,0.0,0.0,esa-worldcover-2021
bhoganahalli-kunte2,11079,7.9,28.3,10.9,46.8,5.6,0.3,0.3,0.0,76,0.0,0.0,0.0,esa-worldcover-2021
bhoganahalli-kunte3,9956,8.2,22.0,10.2,37.6,19.6,2.3,0.0,0.0,12,0.0,0.0,0.0,esa-worldcover-2021
bhoganahalli-kunte4,10059,5.6,5.8,5.8,11.0,69.2,2.6,0.0,0.0,14,0.0,0.0,100.0,esa-worldcover-2021
bhoganahalli-kunte5,10223,2.5,0.2,1.2,3.7,92.0,0.4,0.0,0.0,19,0.0,0.0,100.0,esa-worldcover-2021
bhoganahalli-kunte6,10375,13.1,11.6,4.1,28.1,40.1,2.2,0.8,0.0,26,0.0,0.0,23.1,esa-worldcover-2021
bhov-palya-lake,14033,7.2,14.0,0.5,76.0,2.2,0.0,0.0,0.0,352,0.0,0.0,0.0,esa-worldcover-2021
bhovihalli-lake,15228,6.6,6.3,16.5,62.3,6.3,2.0,0.0,0.0,383,1.0,0.0,0.0,esa-worldcover-2021
bhujangadasana-amanikere-govt-lake,21970,29.4,5.8,21.5,22.1,19.4,1.7,0.1,0.0,2086,65.1,2.5,0.0,esa-worldcover-2021
bhusandra-kere,14471,13.2,17.2,13.2,51.0,2.8,2.5,0.2,0.0,321,21.5,0.0,0.0,esa-worldcover-2021
bhutanahlli-lake,12892,21.5,29.0,27.1,18.9,3.2,0.4,0.0,0.0,217,66.4,0.0,0.0,esa-worldcover-2021
bhuthanahalli-kunte-1,10463,3.6,12.9,49.7,28.6,4.9,0.3,0.0,0.0,31,0.0,0.0,0.0,esa-worldcover-2021
bhuthanahalli-kunte-2,10570,45.6,38.7,7.8,5.8,2.1,0.0,0.0,0.0,32,0.0,0.0,0.0,esa-worldcover-2021
bhuthanahalli-kunte-3,10388,17.9,41.7,24.8,11.3,2.5,0.5,1.3,0.0,28,0.0,0.0,0.0,esa-worldcover-2021
bhuthanahalli-kunte-4,11182,19.0,44.7,19.6,12.7,2.3,0.4,1.3,0.0,84,0.0,0.0,9.5,esa-worldcover-2021
bhuthanahalli-kunte-5,11245,20.8,47.6,17.3,9.7,2.7,0.6,1.3,0.0,88,0.0,0.0,0.0,esa-worldcover-2021
bhuthanahalli-kunte-6,10703,19.2,27.7,32.3,19.3,1.4,0.0,0.0,0.0,45,0.0,0.0,0.0,esa-worldcover-2021
bidaluru-kere,17016,7.3,1.8,1.8,78.5,9.7,0.8,0.1,0.0,956,3.2,0.0,0.0,esa-worldcover-2021
bidaluru-kere-2,15467,5.0,3.2,0.7,90.8,0.1,0.1,0.0,0.0,686,1.5,0.0,0.0,esa-worldcover-2021
bidara-amanikere,36209,21.5,6.2,11.0,43.8,17.3,0.2,0.0,0.0,8716,0.7,1.3,0.0,esa-worldcover-2021
bidarahalli-kere,27964,8.7,14.2,8.9,37.7,28.3,2.1,0.2,0.0,3001,4.4,0.0,0.5,esa-worldcover-2021
bidareagrahara-kere,14482,12.0,5.9,5.2,38.6,37.0,1.3,0.0,0.0,408,0.0,3.7,0.0,esa-worldcover-2021
bidarena-agarahara-kunte,10537,12.0,5.3,6.4,36.7,35.8,3.4,0.1,0.1,36,0.0,0.0,38.9,esa-worldcover-2021
bidarguppe-kere,19937,2.1,8.6,15.0,59.7,14.4,0.3,0.0,0.0,1802,0.0,0.0,0.7,esa-worldcover-2021
bidarpura-lake,22801,2.6,3.8,6.5,78.8,8.2,0.2,0.0,0.0,2122,3.7,0.0,0.0,esa-worldcover-2021
bidikere,28298,8.0,7.0,1.3,79.4,4.3,0.1,0.0,0.0,4222,0.0,0.0,0.1,esa-worldcover-2021
bikasipura-kunte,9827,20.8,0.0,0.1,0.0,78.6,0.2,0.3,0.0,6,0.0,0.0,100.0,esa-worldcover-2021
bikkanhalli-lake,18957,9.4,10.1,11.1,61.7,7.5,0.2,0.0,0.0,1557,0.7,0.0,0.0,esa-worldcover-2021
bilekalli-kere,13676,40.3,0.8,0.6,0.9,57.1,0.3,0.0,0.0,483,0.0,0.0,37.9,esa-worldcover-2021
bilekalli-kunte,10747,32.8,0.7,0.5,1.1,64.9,0.1,0.0,0.0,48,0.0,0.0,85.4,esa-worldcover-2021
bilijaji-kere,15691,15.1,11.8,1.0,70.0,2.0,0.1,0.0,0.0,408,0.0,0.0,0.0,esa-worldcover-2021
billapura-govt-kere,16015,4.6,18.0,10.0,47.4,19.8,0.2,0.0,0.0,435,0.0,0.0,0.9,esa-worldcover-2021
billishivale-katte,11176,31.2,7.3,1.6,12.4,47.2,0.3,0.0,0.0,83,0.0,0.0,90.4,esa-worldcover-2021
billishivale-kunte,9704,22.2,5.1,3.7,21.5,45.7,1.7,0.1,0.0,2,0.0,0.0,100.0,esa-worldcover-2021
bilnirkatte,11057,10.1,22.1,9.6,41.5,13.2,3.4,0.0,0.0,72,0.0,0.0,51.4,esa-worldcover-2021
bilwaradahalli-kere,14078,44.2,20.6,14.0,5.5,15.2,0.4,0.2,0.0,291,85.6,0.0,0.0,esa-worldcover-2021
bilwaradahalli-kunte,10190,28.8,18.7,32.4,16.9,2.6,0.5,0.0,0.0,18,0.0,0.0,0.0,esa-worldcover-2021
bimanakuppe-kere,11728,2.7,6.3,38.1,35.4,7.7,9.9,0.0,0.0,112,0.0,0.0,0.0,esa-worldcover-2021
bingipura-kunte1,10246,9.2,7.1,17.3,47.6,15.8,1.2,1.8,0.0,16,0.0,0.0,0.0,esa-worldcover-2021
bingipura-kunte2,10299,21.8,5.5,21.7,24.5,18.1,1.8,6.5,0.0,22,0.0,0.0,4.5,esa-worldcover-2021
bingipura-kunte3,9995,15.2,3.8,23.5,34.9,13.1,2.8,6.7,0.0,9,0.0,0.0,100.0,esa-worldcover-2021
bingipura-kunte4,10218,19.2,3.7,16.9,22.7,30.5,6.0,1.0,0.0,19,0.0,0.0,0.0,esa-worldcover-2021
bingipura-lake,13501,19.3,5.0,13.3,36.6,23.7,2.1,0.0,0.0,328,0.0,0.0,0.3,esa-worldcover-2021
binnamangala-kere-1,17043,46.3,8.6,4.1,2.7,36.8,1.3,0.2,0.0,1548,3.8,0.0,18.0,esa-worldcover-2021
binnamangala-kere-2,13557,28.6,4.5,0.8,1.4,64.2,0.4,0.1,0.0,456,0.0,0.0,67.8,esa-worldcover-2021
binnamangala-kere-l,20796,11.3,22.6,1.1,62.1,2.8,0.1,0.0,0.0,1958,0.0,0.0,0.0,esa-worldcover-2021
binnamangala-kere-u,21671,14.4,31.2,3.0,44.9,4.7,1.9,0.0,0.0,1406,0.0,0.0,0.0,esa-worldcover-2021
binnamangala-kunte1,10466,29.4,4.1,0.9,2.0,62.9,0.5,0.2,0.0,31,0.0,0.0,93.5,esa-worldcover-2021
binnamangala-kunte2,10471,18.9,0.0,0.1,0.2,80.7,0.1,0.0,0.0,28,0.0,0.0,100.0,esa-worldcover-2021
binnamangala-manavarthe-kaval-kunte1,10280,39.2,1.2,0.0,0.4,59.1,0.0,0.0,0.0,20,0.0,0.0,0.0,esa-worldcover-2021
binnamangala-manavarthe-kaval-kunte2,10371,39.7,0.5,0.1,1.2,58.5,0.0,0.0,0.0,24,0.0,0.0,4.2,esa-worldcover-2021
biranapalya-kere,20377,14.3,10.2,1.2,71.7,2.5,0.0,0.0,0.0,1784,1.3,0.0,0.1,esa-worldcover-2021
birgondanahalli-kere,16629,15.8,4.6,5.5,59.5,8.2,6.4,0.0,0.0,601,12.8,0.0,0.0,esa-worldcover-2021
bodanahosahalli-kere-n,17704,5.8,19.4,4.5,59.2,9.0,2.1,0.0,0.0,685,0.0,0.0,0.0,esa-worldcover-2021
bodanahosahalli-lake,17416,7.2,18.1,2.8,53.3,18.0,0.5,0.0,0.0,1216,0.0,0.0,2.2,esa-worldcover-2021
bommalingayyanapalya-lake,13586,17.7,2.3,0.2,78.6,1.2,0.0,0.0,0.0,189,0.0,0.0,0.0,esa-worldcover-2021
bommanahalli-lake,20870,17.3,12.1,3.2,53.9,13.1,0.4,0.0,0.0,1551,0.0,0.0,0.2,esa-worldcover-2021
bommanahalli-lake-2,14385,3.5,15.2,7.4,67.8,4.9,1.2,0.0,0.0,376,0.0,0.0,1.1,esa-worldcover-2021
bommanahalli-lower,13843,13.3,13.8,1.8,50.0,20.9,0.2,0.1,0.0,304,0.0,0.0,0.3,esa-worldcover-2021
bommanahalli-up3r,13715,8.0,9.7,1.4,63.4,16.9,0.7,0.0,0.0,316,2.8,0.0,7.9,esa-worldcover-2021
bommasandra-lake,17762,18.7,3.7,7.3,8.6,60.4,1.3,0.1,0.0,1104,47.7,0.0,3.3,esa-worldcover-2021
bommashettihalli-kere,21978,21.4,21.3,1.0,51.0,5.2,0.0,0.0,0.0,2295,0.1,0.0,0.0,esa-worldcover-2021
budamanahalli-lake,22060,7.4,3.9,3.0,80.1,4.1,0.4,1.1,0.0,1775,0.3,0.0,0.1,esa-worldcover-2021
budigere-amani-kere,43072,6.0,8.4,4.1,70.9,9.6,1.0,0.0,0.0,13234,0.5,0.0,0.0,esa-worldcover-2021
bukkasagara-lake,14588,24.2,15.9,6.2,19.2,34.0,0.4,0.0,0.0,411,46.5,0.0,0.0,esa-worldcover-2021
buragkunte-lake,17148,5.8,18.5,12.8,32.8,22.3,7.7,0.0,0.0,822,0.0,0.0,0.0,esa-worldcover-2021
byadarahalli-kere,16064,10.7,3.1,0.6,82.1,3.4,0.0,0.0,0.0,635,4.4,0.0,0.0,esa-worldcover-2021
byadarahalli-kere-2,13127,31.8,0.4,0.2,2.0,65.5,0.1,0.0,0.0,368,0.0,0.0,97.6,esa-worldcover-2021
byadarahalli-kunte,10674,26.2,0.6,0.3,2.4,69.9,0.6,0.0,0.0,43,0.0,0.0,18.6,esa-worldcover-2021
byadarahalli-lake,17833,30.3,8.1,1.0,54.3,2.9,0.0,3.4,0.0,962,40.3,0.0,0.3,esa-worldcover-2021
byagadadenhalli-kere-2,12874,14.3,6.8,19.6,42.2,14.6,2.4,0.2,0.0,240,71.2,0.0,0.0,esa-worldcover-2021
byalhalli-lake,17700,16.6,40.1,1.4,37.9,3.2,0.2,0.5,0.0,840,0.0,0.0,0.0,esa-worldcover-2021
byandahalli-kunte1,9881,23.8,23.1,4.9,31.5,16.6,0.1,0.0,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
byandahalli-kunte2,9824,18.2,18.3,8.3,30.0,25.2,0.1,0.0,0.0,4,0.0,0.0,0.0,esa-worldcover-2021
byappanahalli-kere,17084,40.1,1.0,4.0,3.2,49.6,0.3,1.8,0.0,946,4.3,0.0,0.0,esa-worldcover-2021
byappanahalli-kere-2,13275,33.6,9.7,4.7,7.4,41.7,2.7,0.3,0.0,397,0.0,0.0,91.7,esa-worldcover-2021
byappanahalli-kunte1,10549,35.3,11.5,1.7,2.4,47.3,1.5,0.4,0.0,36,0.0,0.0,97.2,esa-worldcover-2021
byappanahalli-kunte1-2,10467,10.1,20.4,10.9,33.6,20.2,4.1,0.8,0.0,31,0.0,0.0,16.1,esa-worldcover-2021
byappanahalli-kunte2,10717,10.3,21.3,10.5,34.2,19.4,3.7,0.7,0.0,44,0.0,0.0,20.5,esa-worldcover-2021
byappanahalli-kunte3,10819,20.7,20.7,4.7,42.9,8.4,2.7,0.0,0.0,56,0.0,0.0,0.0,esa-worldcover-2021
byappanahalli-lake,17441,19.2,4.1,4.6,46.0,23.4,2.6,0.0,0.0,803,33.6,0.0,0.0,esa-worldcover-2021
byatarayanapura-kunte1,11752,2.0,0.8,0.7,1.1,95.1,0.3,0.0,0.0,148,0.0,0.0,58.1,esa-worldcover-2021
byatarayapura-lake,11817,5.4,0.1,0.3,0.2,93.8,0.3,0.0,0.0,128,0.0,0.0,28.1,esa-worldcover-2021
byatarayapura-lake-2,12436,18.8,0.9,1.1,3.2,73.3,2.7,0.0,0.0,244,0.0,0.0,26.6,esa-worldcover-2021
byataryapura-kunte,10468,6.8,0.5,0.7,2.6,89.0,0.4,0.0,0.0,30,0.0,0.0,100.0,esa-worldcover-2021
byatgutapalya-lake,12700,5.4,0.0,0.1,0.1,94.4,0.0,0.0,0.0,292,0.0,0.0,84.6,esa-worldcover-2021
bydarahalli-kere-s,14277,5.2,16.4,4.9,71.9,0.5,0.9,0.0,0.0,398,0.0,0.0,0.0,esa-worldcover-2021
byrappanahalli-kunte1,9912,47.0,20.3,7.2,8.6,15.1,1.3,0.6,0.0,7,0.0,0.0,0.0,esa-worldcover-2021
byrappanahalli-kunte2,10716,54.0,25.8,14.3,2.1,2.9,0.7,0.2,0.0,52,0.0,0.0,9.6,esa-worldcover-2021
byrasandra,15068,36.9,0.3,0.2,0.4,62.1,0.2,0.0,0.0,471,16.6,0.0,0.0,esa-worldcover-2021
byrasandra-2,13960,31.5,0.7,1.1,0.4,65.7,0.6,0.0,0.0,297,2.4,0.0,0.3,esa-worldcover-2021
byrasandra-kere,13912,23.6,0.0,0.3,1.2,74.5,0.5,0.0,0.0,468,34.2,0.0,25.6,esa-worldcover-2021
byrasandra-kunte,10465,18.5,1.1,0.6,1.4,78.1,0.3,0.0,0.0,30,0.0,0.0,46.7,esa-worldcover-2021
byyandanahalli-kere,12180,20.9,25.1,5.7,32.5,15.7,0.1,0.0,0.0,140,0.0,0.0,0.0,esa-worldcover-2021
cannammakere,13373,8.9,0.0,0.3,0.4,90.3,0.1,0.0,0.0,302,0.0,0.0,46.7,esa-worldcover-2021
carmelarm,11901,26.7,36.6,10.8,14.4,10.1,1.3,0.0,0.0,100,0.0,0.0,0.0,esa-worldcover-2021
chagalatti-kunte-1,9825,4.6,2.8,2.5,75.5,14.3,0.4,0.0,0.0,4,0.0,0.0,0.0,esa-worldcover-2021
chagalatti-kunte-2,10654,6.9,11.5,6.4,66.8,3.3,5.1,0.0,0.0,32,9.4,0.0,0.0,esa-worldcover-2021
chagalatti-kunte-3,9704,4.1,4.4,5.3,64.1,18.5,3.1,0.5,0.0,2,0.0,0.0,100.0,esa-worldcover-2021
chagalatti-kunte-4,9831,6.0,1.4,6.5,69.9,11.2,5.0,0.0,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
chagalatti-kunte-5,9927,2.0,3.3,9.1,70.5,8.4,6.0,0.7,0.0,8,0.0,0.0,0.0,esa-worldcover-2021
chagalatti-lake,21282,5.1,3.8,6.9,66.8,12.5,4.4,0.4,0.0,1572,4.3,0.0,0.3,esa-worldcover-2021
chalamakunti-lake,16484,10.1,33.2,1.3,54.4,0.6,0.3,0.0,0.0,1023,0.0,0.0,0.0,esa-worldcover-2021
chalamakunti-lake-2,16892,2.0,59.0,3.5,35.4,0.1,0.0,0.0,0.0,433,0.0,0.0,0.0,esa-worldcover-2021
challagatta-kunte1,10798,5.1,5.0,27.0,35.6,17.5,9.7,0.0,0.0,52,0.0,0.0,0.0,esa-worldcover-2021
challagatta-kunte2,10370,10.6,4.6,17.1,51.4,15.1,1.2,0.0,0.0,25,0.0,0.0,16.0,esa-worldcover-2021
challahalli-lake,21980,5.1,13.3,1.0,74.6,5.8,0.2,0.0,0.0,1793,1.3,0.0,0.1,esa-worldcover-2021
chaluvekere,11553,4.3,1.7,10.9,35.8,44.1,3.2,0.0,0.0,71,0.0,0.0,0.0,esa-worldcover-2021
chandrappa-circle-kere,12231,4.4,24.4,35.6,30.3,4.5,0.7,0.0,0.0,163,37.4,0.0,0.0,esa-worldcover-2021
chandrashekarapura-kere,12077,19.6,4.2,12.1,5.5,53.7,3.1,0.7,1.1,147,0.0,0.0,11.6,esa-worldcover-2021
chanenahalli-kunte-1,10038,11.1,8.3,7.8,30.4,40.1,0.6,1.6,0.0,12,0.0,0.0,0.0,esa-worldcover-2021
chanenahalli-kunte-2,10247,19.4,11.8,5.7,23.9,38.2,1.0,0.0,0.0,21,0.0,0.0,0.0,esa-worldcover-2021
chanenahalli-kunte-3,11344,6.5,15.9,7.9,30.8,36.1,2.8,0.0,0.0,100,0.0,0.0,33.0,esa-worldcover-2021
chanenahalli-kunte-4,10175,18.7,14.2,6.0,26.5,33.8,0.9,0.0,0.0,17,0.0,0.0,0.0,esa-worldcover-2021
channabasappana-katte-new,10067,5.4,22.7,20.7,37.2,3.3,2.8,8.0,0.0,14,0.0,0.0,0.0,esa-worldcover-2021
channadevi-agrahara,18668,13.6,17.4,1.9,64.8,2.1,0.1,0.1,0.0,1075,2.4,0.0,0.0,esa-worldcover-2021
channamanakere,14209,10.1,0.0,0.2,0.0,89.5,0.2,0.0,0.0,383,0.3,0.0,64.8,esa-worldcover-2021
channarayapatna-lake,17719,5.2,17.5,2.8,57.4,15.3,1.8,0.0,0.0,835,0.0,0.0,0.1,esa-worldcover-2021
channasandra-kunte,10655,23.4,1.6,2.8,4.1,67.3,0.8,0.0,0.0,42,0.0,0.0,54.8,esa-worldcover-2021
channasandra-kunte1,9750,8.8,2.2,1.9,5.5,79.5,2.0,0.0,0.0,4,0.0,0.0,50.0,esa-worldcover-2021
channasandra-kunte2,10496,7.7,1.3,2.3,5.4,80.1,3.2,0.0,0.0,28,0.0,0.0,78.6,esa-worldcover-2021
channatimmayyanapalya-lake,15328,28.6,9.0,3.0,42.4,15.2,1.3,0.5,0.0,496,9.1,0.0,0.0,esa-worldcover-2021
channenahalli-lake,14317,21.0,17.6,3.9,48.2,8.7,0.7,0.0,0.0,363,0.0,0.0,0.0,esa-worldcover-2021
chaugondanahalli-kere,23440,10.4,4.1,0.9,75.9,8.0,0.1,0.5,0.0,3800,11.6,0.0,0.7,esa-worldcover-2021
chavdappanhalli-lake,19023,5.8,7.3,2.4,75.6,8.3,0.5,0.0,0.0,981,0.9,0.0,0.0,esa-worldcover-2021
chellaghatta-kere,29848,16.9,3.8,0.8,12.7,65.2,0.5,0.0,0.0,5476,0.6,0.0,5.3,esa-worldcover-2021
chellakere-kere,16457,6.6,0.2,1.1,1.3,90.7,0.1,0.0,0.0,576,14.8,0.0,0.0,esa-worldcover-2021
chengirayanapura-kere,14556,9.7,29.3,5.9,53.0,1.2,0.8,0.0,0.0,446,0.0,0.0,0.0,esa-worldcover-2021
chennadasipalya-lake,12316,14.6,14.5,11.4,47.4,11.3,0.3,0.4,0.0,176,30.1,0.0,0.0,esa-worldcover-2021
chennapura-kere,18929,13.9,3.4,1.0,78.8,2.7,0.0,0.0,0.0,1032,31.2,0.0,0.0,esa-worldcover-2021
chenvinayanahalli-kere,17742,14.2,10.2,10.0,37.9,26.6,0.1,0.9,0.0,847,50.4,0.0,0.8,esa-worldcover-2021
