empriNo,empriCode,name,nameOther,kind,status,statusText,regime,regimeText,district,taluk,hobli,village,lat,lon,latText,lonText,custodian,extentAcres,extentText,extentApprox,extentBasis,surveyNumbers,surveyNoText,year,yearText,rejuvenated,elevationM,maxDepthM,islands,inletDrains,wasteWeirs,sluiceGates,culverts,checkDams,fenceType,surroundingArea,presentStatus,waterUsage,convertedTo,convertedBy,visitDate,researcherVerified,remarks,waterSampled,waterSampleNote,sewageInflowCumecs,vegetationCover,vegetationType,aquaticFlora,fauna,visitingAnimals,encroachmentDirection,encroachedBy,encroachedFor,encroachmentPct,encroachmentKoliwadText,encroachmentKoliwadAcres,dumpingDirection,dumpingType,sewageInflow,pollutant,weeds,otherIssues,pdf,pdfPage,source,tables,coordProblem,fenceTypeText,presentStatusText,waterUsageText,vegetationCoverText,weedsText,vegetationTypeText,aquaticFloraText,faunaText,visitingAnimalsText,convertedByText,encroachedByText,encroachmentDirectionText,dumpingDirectionText,sewageInflowText,surroundingAreaText,convertedToText,encroachedForText,dumpingTypeText,pollutantText,custodianText,atlasCode,atlasName,atlasMiTankRegNo,atlasYearCreated,atlasYearRejuvenated,atlasPreservationAuthority,atlasTotalExtentText,atlasSourceOfWater,atlasUpstream,atlasDownstream,atlasCatchment,atlasRoads,atlasDrinkingWater,atlasWashing,atlasBathing,atlasLivestock,atlasIrrigation,atlasFishing,atlasCultural,atlasRecreation,atlasOtherUses,atlasAmphibians,atlasReptiles,atlasMammals,atlasDirectPollutants,atlasIndirectPollutants,atlasSewageInflowCumecs,atlasEncroachment,atlasSoilExcavation,atlasStrategies,atlasPage
33,BUBNBKhnm_kr1-33,Hanumanthapura Kere,Jakkarayana kere,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Hanumanthapura,12.989306,77.571083,"12° 59' 21.5""","77° 34' 15.9""",BBMP,18.875,(SSLR) 18.35,False,SSLR,56,56,1904,1904,,886.0,,,,,,,,,"Urban, Metro stat., mantri square & buildings",,,"Slum area, Metro, railway area, buildings & temple",public;government,2016-07-20,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,13,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Public & Government,,,,,"Urban, Metro Stat., Mantri Square & buildings","Slum Area, Metro, Railway Area, Buildings & Temple",,,,BBMP,BUBNBKhnm_kr1-33,Hanumanthapura Kere,,≈1904,,BBMP,18.35,,,,Urban,,,,,,,,,,,,,,,,,"Slum area, Metro, railway area, buildings & temple",,,121
34,BUBNBKhbl_kr1-34,Hebbal kere,,kere,existing,P erennial (R),perennial,P erennial (R),Bengaluru Urban,Bengaluru North,Kasaba,Hebbal,13.044639,77.584222,13°02ʹ40. 7ʺ,77°35ʹ03. 2ʺ,KLCDA,192.475,192.19,False,,"38 (Hebbal: Kasaba);37 (Kodigihalli, Yelahanka)","38 (Hebbal: Kasaba) & 37(Kodigihalli, Yelahanka)",1914,1914,True,900.0,5.0,3,2,1,0,1,0,mesh,"Settlement, park, STP & Defence",polluted,fishing;park maintenance,,,2015-12-09,True,,True,,,partial,growing on bank,emergent;submerged;free floating,birds;butterflies;dragonflies,,S,public;private,Road & nursery,10,50.26,50.65,,,S;W,Sewage & road runoff,partial,Park,vol2_north,13,empri-2018,main;waterQuality;issues;atlas,,Mesh,Slightly Polluted,F & Parkmaintenance,Partially,Partial,Growing on Bank,"E, S & Fr.Fl","B, Bt. & Dr.fly",,,Public & Private,South,,S & West,"S, Park, STP & Defence",,Road & Nursery,,Sewage & Road runoff,KLCDA,BUBNBKhbl_kr1-34,Hebbal Kere,,≈1914,1999-2000 & 2000-01,77°35ʹ03.2ʺ KLCDA,192.19,Rain & drain fed,Matti Kere,Nagawara lake,Urban,2,,,,,,Yes,,,Park maintenance,,,,,Sewage & road runoff quantity of sewage inflow (cumecs ) : no flow through storm water drain,,"Road, nursery (10%)",,Sewage Inflow: Upgrade the existing STP and allow only treated water into lake after passing through wetland,123
35,BUBNBKhnr_ku1-35,Hennur Kunte-1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Hennur,13.027833,77.635583,"13° 01' 40.2""","77° 38' 08.1""",BBMP,0.075,≈0.03,True,,36,In Sy no 36,1903,1903,,915.0,,,,,,,,,Buildings & indo Asian college,,,Buildings & road,public;government,2016-10-27,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,13,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Publ. & Govt.,,,,,Build. & Indo Asian College,Buildings & Road,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BUBNBKhnr_ku2-36,Hennur Kunte-2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Hennur,13.03025,77.628472,"13° 01' 48.9""","77° 37' 42.5""",BBMP,0.125,≈0.05,True,,50,In Sy no 50,1903,1903,,899.0,,,,,,,,,Buildings & KEB,,,Building,private,2016-10-27,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,13,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Private,,,,,Buildings & KEB,Building,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,BUBNBKhnr_kr3-37,Hennur Lake,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Hennur,13.034472,77.6285,13°02ʹ04. 1ʺ,77°37ʹ42. 6ʺ,KFD,76.6,76.24,False,,53 (Hennuru);13 (Nagavara),53 (Hennuru) & 13 (Nagavara),1903,1903,,889.0,,,,,,,,,"OR road, forest & settlement",,,"Forest ranger office with trees, road & houses",forest department;BDA,2015-12-09,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,13,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Forest Dept. & BDA,,,,,"OR road, Forest & S","Forest Ranger Office with trees, Road & Houses",,,,KFD,BUBNBKhnr_kr3-37,Hennur Lake,,≈1903,,KFD,76.24,,,,Urban,,,,,,,,,,,,,,,NA quantity of sewage inflow (cumecs ) : NA,,"Forest ranger officer office with trees, road & houses",,,125
38,BUBNBKjks_ku1-38,Jakkasandra Kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Jakasandra,13.003806,77.573,"13° 00' 13.7""","77° 34' 22.8""",BBMP,0.125,0.05,False,,1,In Sy no 1,1908,1908,,853.0,,,,,,,,,Buildings,,,Buildings,public,2016-09-17,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,13,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public,,,,,Buildings,Buildings,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,BUBNBKjdh_kr1-39,Jedihalli Lake,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Jedihalli,12.982028,77.549056,12°58ʹ 55.3ʺ,77°32ʹ 56.6ʺ,BBMP,6.325,6.13,False,,10,10,1876,1876,,896.0,,,,,,,,,Buildings,,,"Commercial & residential buildings – choultries, WOC road & industries",government;public,2016-02-19,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,13,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Government & Public,,,,,Buildings,"Commercial & Residential buildings – Choultries, WOC Road & Industries",,,,BBMP,BUBNBKjdh_kr1-39,Jedihalli Lake,,≈1876,,BBMP,6.13,,,,Urban,,,,,,,,,,,,,,,,,"Commercial & residential buildings - choultries, industries, houses & WOC",,,127
40,BUBNBKkjk_ku1-40,Kajarakanahalli Kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kacharakanahalli,13.017472,77.637889,"13° 01' 02.9""","77° 38' 16.4""",BBMP,0.125,≈0.05,True,,46,In Sy no 46,1940,1940,,907.0,,,,,,,,,Buildings,,,Buildings,public,2016-10-27,False,,False,Dry,,complete,growing on bank,none,birds;butterflies;dragonflies,cow,E;SW;N,public,"Temple, sheds, school, church, building & road",50,33.18,33.45,S;SE,"Garbage, coconut & stone wastes",,Vegetable market waste dump,complete,,vol2_north,13,empri-2018,main;waterQuality;issues;nonExisting,,,,,Complete,Complete,Growing on Bank,No,"B, Bt.& Dr.fly",Cow,Public,Local People & Public,"East, Southwest & North",South & South East,,Buildings,Buildings,"Temple, sheds, school, chruch, building & road","G, Coconut & Stone wastes",Vegetable market waste dump,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,BUBNBKkjk_kr2-41,Kajarakanahalli Lake,Kacharakanahalli kere,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Kasaba,Kacharakanahalli,13.016222,77.626306,13°00ʹ58. 4ʺ,77°37ʹ34. 7ʺ,BBMP,51.65,51.26,False,,153,153,1940,1940,,899.0,1.0,0,1,0,0,0,0,thorn wire,"Settlement, shed, temple & Godown",dry,,,,2015-12-09,True,,False,,,,,,,,,,,,,,,,,,,,vol2_north,13,empri-2018,main;waterQuality;issues;atlas,,Thorn wire,Dry,,,,,,,,,,,,,"S, Shed, T & Godown",,,,,BBMP,BUBNBKkjk_kr2-41,Kajarakanahalli Lake,,≈1940,,ʹ ʺ BBMP,51.26,Rain & drain fed,,,Urban,1+1mud,,,,Yes,,,,,,,,Cattle,Garbage dump from house hold and vegetable market,Sewage diverted to drain,No flow through Storm water drain,"Temple, sheds, school, church, buildings & road (50%)",,Garbage & Coconut wastes: Effective solid waste management in the surrounding area of lake and strict restriction on dumping of any sort of waste in& around the lake;Encroachment: Survey by concerned authority & eviction of encroachment.,129
42,BUBNBKklg_kr1-42,Kalagondanahalli Lake,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kadagondanahalli (Kalagondanahalli),13.023278,77.613528,13°01ʹ23. 8ʺ,77°36ʹ48. 7ʺ,BBMP,25.0,25.00,False,,24,24,1966,1966,,898.0,,,,,,,,,Nallah & school,,,Dr. b r Ambedkar medical college,AS&ET Pvt,2015-12-09,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,AS&ET Pvt.,,,,,Nallah & School,Dr. B R Ambedkar Medical college,,,,BBMP,BUBNBKklg_kr1-42,Kalagondanahalli Lake,,≈1966,,BBMP,25.00,,,,Urban,,,,,,,,,,,,,,,,,Dr. b r Ambedkar medical college,,,131
43,BUBNBKktm_kr1-43,Karethimmanahalli Lake,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Karithimmanahalli,12.951444,77.550083,12°57ʹ05. 2ʺ,77°33ʹ00. 3ʺ,BBMP,3.4,3.16,False,,8,8,1902,1902,,855.0,,,,,,,,,Park & buildings,,,"Park, houses, godowns, road, BBMP building & vacant land",BBMP,2016-12-15,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,BBMP,,,,,Park & Buildings,"Park, Houses, Godowns, Road, BBMP building & vacant land",,,,BBMP,BUBNBKktm_kr1-43,Karethimmanahalli Lake,,≈1902,,77°33ʹ00.3ʺ BBMP,3.16,,,,Urban,,,,,,,,,,,,,,,,,"BBMP building (dry waste centre), houses, godowns, road, park & vacant",,,133
44,BUBNBKkpb_kr1-44,Kempambudhi lake,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Kasaba,Kempambudhi Kere,12.952111,77.558417,12°57ʹ07. 6ʺ,77°33ʹ30. 3ʺ,BBMP,56.4,56.16 (MI),False,MI,2,2,1904,1904,,884.0,3.0,0,2,1,0,2,0,mesh,"Park, v, settlement & temple",polluted,park maintenance,,,2015-12-15,False,,False,Under Revival Dry,,partial,growing on bank,emergent;free floating,birds;butterflies,squirrel,N;E;S;SW;SE,public;government,"Temple, road, houses, park & slum",20,47.07,47.175,NW;NE,Garbage dump,E,Sewage,partial,Park,vol2_north,14,empri-2018,main;waterQuality;issues;atlas,,Mesh,Polluted,Park Maintanance,Partially,Partial,Growing on Bank,E & Free Floating,B & Bt.,Squirrel,,Public & Govt,"N, E, S, SW & SE",NW & NE,East,"Park, V, S & T",,"Temple, Road, Houses, park & slum",Garbage dump,Sewage,BBMP,BUBNBKkpb_kr1-44,Kempambudhi Lake,,≈1904,2004 -2005,77°33ʹ30.3ʺ BBMP,,Rainfall & drain fed,,Vrishibhavathi river,Urban,3,,,,,,,,Yes,Park maintenance,,,,Dumping of garbage waste,Sewage quantity of sewage inflow (cumecs ) : no flow through storm water drain,,"Temple, road, houses, park and slum (20%)",,Sewage inflow: Upgrade the existing STP and allow only treated water into lake;Garbage dump: Effective solid waste management in the surrounding area of lake and strict restriction on dumping of any sort of waste in & around the lake,135
45,BUBNBKkpp_ku1-45,Kempapura Agrahara Kunte-1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.963306,77.540028,"12° 57' 47.9""","77° 32' 24.1""",BBMP,0.125,0.05,False,,297,In Sy no 297,1906,1906,,872.0,,,,,,,,,Buildings,,,Road & buildings,government;public,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Govt. & Public,,,,,Buildings,Road & Buildings,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,BUBNBKkpp_gk2-46,Kempapura Agrahara Kunte-2,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.960722,77.534444,"12° 57' 38.6""","77° 32' 04.0""",BBMP,1.175,1.07 (SSLR),False,SSLR,265,265,1906,1906,,869.0,,,,,,,,,Buildings,,,"Road, apartment & buildings",government;public,2016-09-08,False,"As Per SSLR Lake Survey, it is Kalyan Housing Society Building. But In SSLR KMZ File showed different place",False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Govt. & Publ.,,,,,Buildings,"Road, Apartment & Buildings",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,BUBNBKkpp_ku3-47,Kemp. Agrah. Kunte-3,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.957,77.5305,"12° 57' 25.2""","77° 31' 49.8""",BBMP,0.175,0.07,False,,336,In Sy no 336,1906,1906,,890.0,,,,,,,,,Buildings,,,Buildings & vacant land,public,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public,,,,,Buildings,Buildings & Vacant land,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,BUBNBKkpp_gk4-48,K. Agrahara Kunte-4,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.960889,77.529417,"12° 57' 39.2""","77° 31' 45.9""",BBMP,1.1,1.04 (SSLR),False,SSLR,351,In Sy no 351,1906,1906,,970.0,,,,,,,,,Buildings & shops,,,"Buildings, vacant land, BBMP office & road",public;government,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public & Govt.,,,,,Buildings & Shops,"Build., Vl, BBMP Office & Rd.",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BUBNBKkpp_ku5-49,Kemp. Agrah. Kunte-5,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.962778,77.527278,"12° 57' 46.0""","77° 31' 38.2""",BBMP,0.075,0.03,False,,355,In Sy no 355,1906,1906,,868.0,,,,,,,,,Buildings,,,BBMP park & road,government,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Government,,,,,Buildings,BBMP Park & Road,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BUBNBKkpp_kr6-50,Kempapura Agrahara Kere,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.965194,77.533056,"12° 57' 54.7""","77° 31' 59.0""",BBMP,5.225,5.09 (SSLR),False,SSLR,369,369,1906,1906,,884.0,,,,,,,,,Buildings & BMTC bus depot,,,"Temple, buildings, vacant land & road",public;government,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Publ. & Govt.,,,,,Buildings & BMTC Bus Depo,"Temple, Buildings, Vl. & Road",,,,BBMP,BUBNBKkpp_kr6-50,Kempapura Agrahara Kere,,≈1906,,BBMP,5.09,,,,Urban,,,,,,,,,,,,,,,,,"Temple, buildings, vacant land & road",,,137
51,BUBNBKkpp_gk7-51,Kemp. Agrah. Kunte-6,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.969028,77.527917,"12° 58' 08.5""","77° 31' 40.5""",BBMP,1.825,1.33,False,,380,In Sy no 380,1906,1906,,870.0,,,,,,,,,Buildings,,,"Apartment, road, government school & ground",government;public,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Government & Public,,,,,Buildings,"Apartment, Rd., Govt. School & Ground",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,BUBNBKkpp_gk8-52,Kemp. Agrah. Kunte-7,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.973778,77.530417,"12° 58' 25.6""","77° 31' 49.5""",BBMP,1.475,1.19 (SSLR),False,SSLR,416,In Sy no 416,1906,1906,,880.0,,,,,,,,,Buildings,,,"Road, vacant land, furniture shop & m r collections",government;public,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Govt. & Public,,,,,Buildings,"Road, Vacant land, Furniture Shop & M R Collections",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,BUBNBKkpp_ku9-53,Kemp. Agrah. Kunte-8,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.978944,77.529583,"12° 58' 44.2""","77° 31' 46.5""",BBMP,0.525,0.21 (SSLR),False,SSLR,425,In Sy no 425,1906,1906,,850.0,,,,,,,,,Buildings,,,"Temple, buildings & road",public;government,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Publ. & Govt.,,,,,Buildings,"Temple, Buildings & Road",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,BUBNBKkpp_ku10-54,Kempapura Agrahara Kunte-9,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.97275,77.536333,"12° 58' 21.9""","77° 32' 10.8""",BBMP,0.075,0.03,False,,466,In Sy no 466,1906,1906,,893.0,,,,,,,,,Buildings,,,Buildings,private,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,14,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Private,,,,,Buildings,Buildings,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,BUBNBKkpp_ku11-55,Kempapura Agrahara Kunte-10,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Kempapura Agrahara,12.972056,77.535944,"12° 58' 19.4""","77° 32' 09.4""",BBMP,0.225,0.09,False,,466,In Sy no 466,1906,1906,,893.0,,,,,,,,,Buildings,,,Buildings,private,2016-09-08,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,15,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Private,,,,,Buildings,Buildings,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,BUBNBKlgp_kr1-56,Lingarajapura Lake-1,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Lingarajapura,13.007694,77.632167,13°00ʹ27. 7ʺ,77°37ʹ55. 8ʺ,BBMP,15.5,15.20,False,,49,49,1937,1937,,930.0,,,,,,,,,Park & buildings,,,"Buildings, ground, road & vacant land",government,2015-12-14,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,15,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Government,,,,,Park & Buildings,"Buildings, Ground, road & Vl.",,,,BBMP,BUBNBKlgp_kr1-56,Lingarajapura Lake -1,,≈1937,,BBMP,15.20,,,,Urban,,,,,,,,,,,,,,,,,,,,139
57,BUBNBKlgp_kr2-57,Lingarajapura Lake-2,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Lingarajapura,13.004389,77.636083,13°00ʹ15. 8ʺ,77°38ʹ09. 9ʺ,BBMP,2.525,2.21,False,,52,52,1937,1937,,932.0,,,,,,,,,Vacant land & buildings,,,"Buildings, road & railway track",government,2015-12-14,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,15,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Government,,,,,Vacant land & buildings,"Build., Road & Railway Track",,,,BBMP,BUBNBKlgp_kr2-57,Lingarajapura Lake-2,,≈1937,,BBMP,2.21,,,,Urban,,,,,,,,,,,,,,,,,,,,141
58,BUBNBKmtk_kr1-58,Mattikere Kere,J P Park Kere,kere,existing,Perennial (R),perennial,Perennial (R),Bengaluru Urban,Bengaluru North,Kasaba,Mattikere,13.035722,77.552472,"13°02'08. 6""",77°33ʹ08. 9ʺ,BBMP,131.775,131.31 (MI),False,MI,59 (Mattikere);114 (KasabaYeshwantpur);32 (Jalahalli);1 (Tanniranahalli),"59 (Mattikere), 114(KasabaYeshwantpur), 32 (Jalahalli) & 1 (Tanniranahalli)",1891,1891,True,917.0,2.0,4,2,1,0,2,0,mesh,Buildings,polluted,park maintenance,,,2015-12-29,False,,True,,,partial,growing on bank,,fish;birds;butterflies;dragonflies;tortoises,none,,,,,92.27,92.675,,,W,Sewage,,,vol2_north,15,empri-2018,main;waterQuality;issues;atlas,,Mesh,Polluted,Park Maint.,Partially,,Growing on Bank,,"F, B, Bt, D.fly & Tortise",No,,,,,West,Buildings,,,,Sewage,BBMP,BUBNBKmtk_kr1-,Mattikere Kere,,≈1891,2007-08,BBMP,103.22,Rain & drain fed,,Hebballa Kere,Urban,2,,,,,,,,Yes,Park maintenance,,,,,Sewage quantity of sewage inflow (cumecs ) : no flow through storm water drain,,"JP park, road, railway lane, buildings",,Sewage inflow: Stop inflow of sewage,143
59,BUBNBKngs_ku1-59,Nagashettyhalli Kunte-1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Nagashettyhalli,13.044278,77.574194,"13° 02' 39.4""","77° 34' 27.1""",BBMP,0.05,0.02,False,,10,In Sy no 10,1903,1903,,927.0,,,,,,,,,Buildings & temple,,,"Sree Sai baba temple, sheds, apartments & vacant land",public,2016-09-03,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,15,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public,,,,,Buildings & Temple,"Sree Sai Baba Temple, Sheds, Apartments & Vacant land",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,BUBNBKngs_ku2-60,Nagashettyhalli Kunte-2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Nagashettyhalli,13.039389,77.574056,"13° 02' 21.8""","77° 34' 26.6""",BBMP,0.375,0.15,False,,70,In Sy no 70,1903,1903,,934.0,,,,,,,,,Temple & buildings,,,"Road, temple & graveyard",government;public,2016-09-03,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,15,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Govt. & Publ.,,,,,Temple & Buildings,"Road, Temple & Graveyard",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,BUBNBKngs_ku3-61,Nagashettyhalli Kunte-3,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Nagashettyhalli,13.039583,77.571694,"13° 02' 22.5""","77° 34' 18.1""",BBMP,0.075,≈0.03,True,,77,77,1903,1903,,921.0,,,,,,,,,Buildings,,,Buildings,private,2016-10-27,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,15,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Private,,,,,Buildings,Buildings,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,BUBNBKngw_ku1-62,Nagawara Kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Kasaba,Nagawara,13.033972,77.61925,"13° 02' 02.3""","77° 37' 09.3""",BBMP,0.075,≈0.03,True,,23,In Sy no 23,1904,1904,,904.0,,,,,,,,,Buildings & HKBK college of engineering,,,Buildings,private,2016-10-27,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,15,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Private,,,,,Build. &HKBK College of Engineering,Buildings,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,BUBNBKngw_kr2-63,Nagawara Lake,,kere,existing,Perennial,perennial,Perennial,Bengaluru Urban,Bengaluru North,Kasaba,Nagawara,13.043556,77.612639,13°02ʹ36. 8ʺ,77°36ʹ45. 5ʺ,KLCDA,108.475,108.19,False,,58 (Nagavara);6;12;13 (Vishwanathnag.);7;8;9;11;28;29 (Hebbal Amanikere),"58 (Nagavara), 6, 12 & 13 (Vishwanathnag.), 7,8,9,11,28 & 29 (Hebbal Amanikere)",1904,1904,,896.0,5.0,0,1,1,0,0,0,mesh,"Plantation, SEZ, apartments & NH 4",clean,park maintenance;boating,,,2015-12-09,False,,True,,,partial,growing on bank,emergent;floating,fish;birds;butterflies;dragonflies,,,,,,6.38,6.95,,,,,,Lake leased to M/s Lumbini Garden on 27.11.2004 for 15 yrs,vol2_north,15,empri-2018,main;waterQuality;issues;atlas,,Mesh,Clean water,Park & Boating,Partially,,Growing on Bank,E & Floating,"F, B, Bt. & Dr.fly",,,,,,,"Pl, SEZ, Apartments & NH 4",,,,,KLCDA,BUBNBKngw_kr2-63,Nagawara Lake,,≈1904,2003-05,,108.19,Rain & drain fed,Hebbal Kere,Kalkere Kere,Urban,2,,,,,,Yes,,Yes,(park & boating) leased to m/s Lumbini gardens,,,,,,,,,Sewage inflow: Stop inflow of sewage,145
