id,onMap1914,overlapPct1914,historicArea1914M2,source1914,onMap1927,overlapPct1927,historicArea1927M2,source1927,onMap1945,overlapPct1945,historicArea1945M2,source1945,onMap1955,overlapPct1955,historicArea1955M2,source1955,onMap1975,overlapPct1975,historicArea1975M2,source1975,source
bail-narsapur-lake-3,False,0.0,0,soi-57g16-1914,,,,,,,,,True,29.1,981639,ams-nd44-9-1955,True,52.9,23726,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
bail-narsapur-lake-4,False,0.0,0,soi-57g16-1914,,,,,,,,,True,35.5,923182,ams-nd44-9-1955,False,0.0,0,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
bailakonnenahalli-kunte,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bainahalli-lake,,,,,True,56.2,143504,soi-57g12-1927,,,,,True,86.6,405455,ams-nd44-9-1955,True,76.2,193673,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bairasandra-kere,True,28.7,22683,soi-57h5-1914,,,,,,,,,True,92.3,120324,ams-nd43-16-1955,True,41.6,27083,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
baiyappanahalli-kere,,,,,True,36.1,67671,soi-57g12-1927,,,,,True,50.7,811609,ams-nd44-9-1955,True,58.4,312522,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
balagere-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
balagere-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
balagere-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
balchakuppe-lake,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
balchakuppe-lake-1,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
balekere,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,45.2,9750,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
balligere-lake,False,0.0,0,soi-57g8-1914,,,,,,,,,True,32.9,63082,ams-nd43-12-1955,True,0.0,34882,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bammasandra-kunte-1,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
banahalli-kere-w,False,0.0,0,soi-57g16-1914,,,,,,,,,True,47.6,263784,ams-nd44-9-1955,True,70.2,144705,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
banahallli-kere,False,0.0,0,soi-57g16-1914,,,,,,,,,False,0.0,0,ams-nd44-9-1955,True,52.6,53556,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
banasavadi-kere-1,,,,,True,12.6,31717,soi-57g12-1927,,,,,True,39.0,106872,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
banasavadi-kunte-4,,,,,,0.0,0,soi-57g12-1927,,,,,,,,,,0.0,0,soi-57h9-1980,soi-57g12-1927;soi-57h9-1980
banasavadi-kunte-5,,,,,,,,,,0.0,0,soi-57h9-1945,,,,,,0.0,0,soi-57h9-1980,soi-57h9-1945;soi-57h9-1980
banasavadi-kunte-6,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
banasavadi-kunte-7,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
banasavadi-kunte1,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
banasavadi-kunte2,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
banasavadi-kunte3,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
banasavadi-kunte8,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
banaswadi-kere2,,,,,True,41.8,97392,soi-57g12-1927,,,,,True,37.4,127527,ams-nd44-9-1955,True,37.4,107081,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
banavati-lake,,,,,,,,,,,,,True,89.2,272942,ams-nd43-12-1955,True,40.3,82863,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
bande-mahadevapura-kere,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,13.1,26754,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bandekere,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bandenalasandra-lake,,,,,,,,,True,36.7,75242,soi-57h9-1945,True,93.7,117134,ams-nd44-13-1955,True,26.5,19568,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bandikodigenahalli-amani-kere,,,,,True,55.0,562085,soi-57g12-1927,,,,,True,74.5,907093,ams-nd44-9-1955,True,60.8,650081,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bangalapet-lake,,,,,,,,,True,40.8,421213,soi-57h9-1945,True,77.1,666347,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
banhalli-lake,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,True,52.4,78670,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
bannamangala-n-kere,,,,,,,,,,,,,,0.0,0,ams-nd44-9-1955,True,36.8,15241,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
bannerghatta-lake,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bannerghatta-lake-2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bannerughatta-kavalu-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bannerughatta-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bannerughatta-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
baradi-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,71.6,298467,ams-nd43-12-1955,True,61.2,141376,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bariga-mudinahalli-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,,,,,0.0,0,soi-57h9-1980,soi-57h9-1945;soi-57h9-1980
basammanahalli-kere,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
basapura-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
basavanagar-lake,,,,,,,,,True,0.0,33299,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,0.0,37902,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
basavanapalya-lake,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
basavanapura-kere,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,True,52.7,20439,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
basavanapura-kere-2,,,,,,,,,True,17.8,24671,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
basavanapura-kunte1,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
basavanapura-lake,,,,,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
bashettihalli-kere,,,,,,,,,,,,,True,75.2,202320,ams-nd44-9-1955,True,58.2,120009,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
bavikere-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,71.4,264416,ams-nd43-12-1955,True,54.2,37332,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bayappanahalli-lake,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
beemanakuppe-kunte1,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
beesegowdan-a-katte,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
begihalli-govt-kere,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begihalli-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begihalli-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begur-kere,False,0.0,0,soi-57g16-1914,,,,,,,,,True,71.9,310057,ams-nd44-9-1955,True,57.8,195072,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
begur-kunte-1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begur-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begur-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begur-kunte4,,,,,,,,,,0.0,0,soi-57h9-1945,True,0.0,590315,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begur-kunte5,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begur-kunte6,,,,,,,,,,0.0,0,soi-57h9-1945,True,100.0,590315,ams-nd44-13-1955,True,0.0,494733,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begur-kunte7,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begur-kunte8,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
begur-lake,,,,,,,,,True,69.3,357103,soi-57h9-1945,True,90.2,496481,ams-nd44-13-1955,True,76.0,356960,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
beguru-kere,True,31.9,143609,soi-57g8-1914,,,,,,,,,True,89.1,747197,ams-nd43-12-1955,True,48.4,213642,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
belalu-kere,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,True,21.2,12642,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
belathuru-kunte,,0.0,0,soi-57g16-1914,,,,,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
belkere-lake,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,True,50.8,71584,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
bellandur-lake,,,,,,,,,True,54.0,1882478,soi-57h9-1945,True,90.1,3200357,ams-nd44-13-1955,True,87.0,2975861,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bellekanahalli-kere,,,,,,,,,True,50.7,130928,soi-57h9-1945,True,50.2,272280,ams-nd44-13-1955,True,55.0,192493,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bellekanahalli-kunte-2,,,,,,,,,True,86.4,33259,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bellekanahalli-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,8.0,13679,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bellihalli-kere,,,,,True,16.1,14350,soi-57g12-1927,,,,,False,0.0,0,ams-nd44-9-1955,True,47.8,25509,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
belur-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
belur-nagasandra-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
benachikal-lake,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bendiganahalli-lake,,,,,,,,,True,83.9,92169,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,True,55.6,41469,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
benniganahalli-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
beratena-agrahara-lake,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,37.7,12757,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bettadasanapura-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bettadasanapura-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bettadasanapura-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bettahalli-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,49.8,148885,ams-nd43-12-1955,True,66.9,87501,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bettahalli-kere-2,False,0.0,0,soi-57g8-1914,,,,,,,,,True,100.0,264420,ams-nd43-12-1955,True,34.4,22643,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bettahallikaval-lake,True,74.9,63249,soi-57h10-1915,,,,,,,,,True,97.4,95413,ams-nd44-13-1955,True,76.1,35501,soi-57h10-1973,ams-nd44-13-1955;soi-57h10-1915;soi-57h10-1973
bettahalsur-kere,,,,,True,30.6,30902,soi-57g12-1927,,,,,False,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bettahalsur-kunte-1,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bettahalsur-kunte-2,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bettahalsur-kunte-3,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bettahalsur-narayanapura-kunte-newly-created,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bettakote-amani-kere,,,,,True,62.0,1156206,soi-57g12-1927,,,,,True,97.5,2309690,ams-nd44-9-1955,True,69.6,1179470,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bettenahalli-lake,,,,,True,70.3,143586,soi-57g12-1927,,,,,True,67.0,202353,ams-nd44-9-1955,True,77.4,165974,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bettrayandoddi-lake,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bhaaktarahalli-lake-2,,,,,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
bhadripura-lake,False,0.0,0,soi-57h10-1915,,,,,,,,,,0.0,0,ams-nd44-13-1955,True,94.5,61973,soi-57h10-1973,ams-nd44-13-1955;soi-57h10-1915;soi-57h10-1973
bhairagaudanahalli-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,92.9,1032163,ams-nd43-12-1955,True,53.3,35047,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bhairanahali-lake-1,False,0.0,0,soi-57g16-1914,,,,,,,,,,0.0,0,ams-nd44-9-1955,True,2.7,23841,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
bhairanahalli-5r,False,0.0,0,soi-57g8-1914,,,,,,,,,True,96.1,309086,ams-nd43-12-1955,True,31.4,80181,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bhairanayakanahalli,False,0.0,0,soi-57g8-1914,,,,,,,,,True,73.3,243866,ams-nd43-12-1955,True,18.3,34397,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bhairanayakanahallipalya,False,0.0,0,soi-57g8-1914,,,,,,,,,True,68.8,272930,ams-nd43-12-1955,True,23.3,15894,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bhairapur-lake,,,,,True,46.9,149985,soi-57g12-1927,,,,,True,69.6,3019268,ams-nd44-9-1955,True,82.3,184341,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhairasandrapalya-lake,,,,,True,48.8,89716,soi-57g12-1927,,,,,True,75.8,195188,ams-nd44-9-1955,True,63.1,111461,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhairashettihalli-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,72.1,1312165,ams-nd43-12-1955,True,61.2,69035,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
bhairathi-kunte1,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhairathi-kunte2,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhairathi-kunte3,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhairathi-kunte4,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhairathikhane-kere,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhaktarahalli-kere,False,0.0,0,soi-57g16-1914,,,,,,,,,True,82.2,346306,ams-nd44-9-1955,True,76.9,215955,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
bhaktarahalli-lake,,,,,,,,,,,,,False,0.0,0,ams-nd43-12-1955,True,68.0,42861,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
bhaktipura-kere,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
bhandarapura-katte,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhandarapura-kunte-2,,0.0,0,soi-57g16-1914,,,,,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
bhandarapura-kunte1,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhattarahalli-kere,,,,,True,79.5,49043,soi-57g12-1927,,,,,True,8.9,121829,ams-nd44-9-1955,True,33.0,17073,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bhattarahalli-kunte,,,,,True,0.0,55106,soi-57g12-1927,,,,,True,34.4,121829,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
bheemanakuppe-hosakere,False,0.0,0,soi-57h5-1914,,,,,,,,,False,0.0,0,ams-nd43-16-1955,True,16.8,122150,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
bheemanakuppe-kere,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
bhimapura-kere,False,0.0,0,soi-57g16-1914,,,,,,,,,True,61.4,241629,ams-nd44-9-1955,True,48.6,143313,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
bhimaravutanahalli-lake,,,,,,,,,,,,,False,0.0,0,ams-nd43-12-1955,True,26.5,32472,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
bhimmanakuppe-govt-lake,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bhoganahalli-kere,,,,,,,,,True,86.7,66886,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,46.7,22807,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bhoganahalli-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bhoganahalli-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bhoganahalli-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bhoganahalli-kunte4,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bhoganahalli-kunte5,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bhoganahalli-kunte6,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
bhov-palya-lake,,,,,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
bhovihalli-lake,,,,,True,44.8,21467,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,True,71.5,36696,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
