dataset,stationId,stationCode,stationName,sampleLocation,date,lat,lon,parameter,value,qualifier,belowDetection,detectionLimit,unit,statistic,rawValue,source
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,conductivity,370,,false,,uS/cm,min,370,nwmp-2021
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,conductivity,620,,false,,uS/cm,max,620,nwmp-2021
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,bod,2.0,,false,,mg/L,min,2.0,nwmp-2021
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,bod,3.0,,false,,mg/L,max,3.0,nwmp-2021
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,max,0.30,nwmp-2021
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,fecalColiform,94,,false,,MPN/100mL,min,94,nwmp-2021
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,fecalColiform,270,,false,,MPN/100mL,max,270,nwmp-2021
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,totalColiform,920,,false,,MPN/100mL,min,920,nwmp-2021
nwmp-2021,3665,3665,LINGAPPANAKATTE TANK,TANK,2021,,,totalColiform,1700,,false,,MPN/100mL,max,1700,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,dissolvedOxygen,3.4,,false,,mg/L,min,3.4,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,dissolvedOxygen,6.6,,false,,mg/L,max,6.6,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,ph,6.2,,false,,,min,6.2,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,ph,7.6,,false,,,max,7.6,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,conductivity,213,,false,,uS/cm,min,213,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,conductivity,1240,,false,,uS/cm,max,1240,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,bod,2.0,,false,,mg/L,min,2.0,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,bod,13.0,,false,,mg/L,max,13.0,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,nitrateNitrite,0.56,,false,,mg/L as N,min,0.56,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,nitrateNitrite,3.80,,false,,mg/L as N,max,3.80,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,fecalColiform,2300,,false,,MPN/100mL,min,2300,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,fecalColiform,460000,,false,,MPN/100mL,max,460000,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,3599,3599,MADAVARA TANK,TANK,2021,,,totalColiform,3500000,,false,,MPN/100mL,max,3500000,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,dissolvedOxygen,3.4,,false,,mg/L,min,3.4,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,dissolvedOxygen,6.3,,false,,mg/L,max,6.3,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,ph,6.5,,false,,,min,6.5,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,ph,6.8,,false,,,max,6.8,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,conductivity,64,,false,,uS/cm,min,64,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,conductivity,398,,false,,uS/cm,max,398,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,bod,3.0,,false,,mg/L,min,3.0,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,bod,18.0,,false,,mg/L,max,18.0,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,nitrateNitrite,2.10,,false,,mg/L as N,max,2.10,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,fecalColiform,4900,,false,,MPN/100mL,min,4900,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,fecalColiform,11000000,,false,,MPN/100mL,max,11000000,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,4503,4503,MADHURE TANK,TANK,2021,,,totalColiform,92000000,,false,,MPN/100mL,max,92000000,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,dissolvedOxygen,4.2,,false,,mg/L,min,4.2,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,dissolvedOxygen,7.1,,false,,mg/L,max,7.1,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,ph,6.7,,false,,,min,6.7,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,ph,8.4,,false,,,max,8.4,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,conductivity,286,,false,,uS/cm,min,286,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,conductivity,1402,,false,,uS/cm,max,1402,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,bod,3.0,,false,,mg/L,min,3.0,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,bod,10.0,,false,,mg/L,max,10.0,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,nitrateNitrite,1.03,,false,,mg/L as N,min,1.03,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,nitrateNitrite,4.30,,false,,mg/L as N,max,4.30,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,fecalColiform,2300,,false,,MPN/100mL,min,2300,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,fecalColiform,170000,,false,,MPN/100mL,max,170000,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,3589,3589,MADIWALA TANK,TANK,2021,,,totalColiform,1600000,,false,,MPN/100mL,max,1600000,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,temperature,21.0,,false,,degC,min,21.0,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,temperature,27.0,,false,,degC,max,27.0,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,dissolvedOxygen,1.9,,false,,mg/L,min,1.9,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,dissolvedOxygen,3.0,,false,,mg/L,max,3.0,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,ph,7.3,,false,,,min,7.3,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,ph,8.0,,false,,,max,8.0,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,conductivity,740,,false,,uS/cm,min,740,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,conductivity,1400,,false,,uS/cm,max,1400,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,bod,3.8,,false,,mg/L,min,3.8,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,bod,5.8,,false,,mg/L,max,5.8,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,nitrateNitrite,0.70,,false,,mg/L as N,min,0.70,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,nitrateNitrite,1.20,,false,,mg/L as N,max,1.20,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,fecalColiform,930,,false,,MPN/100mL,min,930,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,fecalColiform,2600,,false,,MPN/100mL,max,2600,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,totalColiform,7000,,false,,MPN/100mL,min,7000,nwmp-2021
nwmp-2021,3659,3659,MAKANA KERE,TANK,2021,,,totalColiform,13000,,false,,MPN/100mL,max,13000,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,dissolvedOxygen,0.3,,false,,mg/L,min,0.3,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,dissolvedOxygen,5.8,,false,,mg/L,max,5.8,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,ph,6.3,,false,,,min,6.3,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,ph,7.6,,false,,,max,7.6,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,conductivity,375,,false,,uS/cm,min,375,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,conductivity,1898,,false,,uS/cm,max,1898,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,bod,4.0,,false,,mg/L,min,4.0,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,bod,38.0,,false,,mg/L,max,38.0,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,nitrateNitrite,1.60,,false,,mg/L as N,min,1.60,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,nitrateNitrite,7.80,,false,,mg/L as N,max,7.80,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,fecalColiform,4900,,false,,MPN/100mL,min,4900,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,fecalColiform,1100000,,false,,MPN/100mL,max,1100000,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,3635,3635,MALATHAHALLI TANK,TANK,2021,,,totalColiform,9200000,,false,,MPN/100mL,max,9200000,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,temperature,26.0,,false,,degC,min,26.0,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,temperature,29.0,,false,,degC,max,29.0,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,dissolvedOxygen,6.5,,false,,mg/L,min,6.5,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,dissolvedOxygen,7.2,,false,,mg/L,max,7.2,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,ph,7.8,,false,,,min,7.8,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,ph,8.8,,false,,,max,8.8,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,conductivity,922,,false,,uS/cm,min,922,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,conductivity,2385,,false,,uS/cm,max,2385,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,bod,6.0,,false,,mg/L,min,6.0,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,bod,18.0,,false,,mg/L,max,18.0,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,nitrateNitrite,2.27,,false,,mg/L as N,max,2.27,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,fecalColiform,7900,,false,,MPN/100mL,min,7900,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,fecalColiform,54000,,false,,MPN/100mL,max,54000,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,totalColiform,35000,,false,,MPN/100mL,min,35000,nwmp-2021
nwmp-2021,4092,4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,2021,,,totalColiform,160000,,false,,MPN/100mL,max,160000,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,dissolvedOxygen,3.3,,false,,mg/L,min,3.3,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,dissolvedOxygen,7.0,,false,,mg/L,max,7.0,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,ph,6.6,,false,,,min,6.6,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,ph,8.3,,false,,,max,8.3,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,conductivity,643,,false,,uS/cm,min,643,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,conductivity,1100,,false,,uS/cm,max,1100,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,bod,4.0,,false,,mg/L,min,4.0,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,bod,10.0,,false,,mg/L,max,10.0,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,nitrateNitrite,14.04,,false,,mg/L as N,max,14.04,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,fecalColiform,3300,,false,,MPN/100mL,min,3300,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,fecalColiform,33000,,false,,MPN/100mL,max,33000,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,4501,4501,MANCHANABALE DAM,TANK,2021,,,totalColiform,350000,,false,,MPN/100mL,max,350000,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,dissolvedOxygen,0.3,,false,,mg/L,min,0.3,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,dissolvedOxygen,6.5,,false,,mg/L,max,6.5,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,ph,6.5,,false,,,min,6.5,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,ph,7.4,,false,,,max,7.4,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,conductivity,183,,false,,uS/cm,min,183,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,conductivity,1733,,false,,uS/cm,max,1733,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,bod,8.0,,false,,mg/L,min,8.0,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,bod,174.0,,false,,mg/L,max,174.0,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,nitrateNitrite,0.80,,false,,mg/L as N,min,0.80,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,nitrateNitrite,45.00,,false,,mg/L as N,max,45.00,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,fecalColiform,4600,,false,,MPN/100mL,min,4600,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,fecalColiform,63000,,false,,MPN/100mL,max,63000,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,totalColiform,35000,,false,,MPN/100mL,min,35000,nwmp-2021
nwmp-2021,4512,4512,MANCHANABALE DAM,TANK,2021,,,totalColiform,540000,,false,,MPN/100mL,max,540000,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,temperature,24.0,,false,,degC,min,24.0,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,temperature,29.5,,false,,degC,max,29.5,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,dissolvedOxygen,4.2,,false,,mg/L,min,4.2,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,dissolvedOxygen,8.4,,false,,mg/L,max,8.4,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,ph,7.2,,false,,,min,7.2,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,ph,8.4,,false,,,max,8.4,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,conductivity,770,,false,,uS/cm,min,770,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,conductivity,920,,false,,uS/cm,max,920,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,bod,5.0,,false,,mg/L,min,5.0,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,bod,34.0,,false,,mg/L,max,34.0,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,nitrateNitrite,3.00,,false,,mg/L as N,max,3.00,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,fecalColiform,,,false,,MPN/100mL,min,-,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,fecalColiform,,,false,,MPN/100mL,max,-,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,totalColiform,,,false,,MPN/100mL,min,-,nwmp-2021
nwmp-2021,3697,3697,MATTADAKERE TANK,TANK,2021,,,totalColiform,,,false,,MPN/100mL,max,-,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,temperature,26.0,,false,,degC,min,26.0,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,temperature,29.0,,false,,degC,max,29.0,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,dissolvedOxygen,6.5,,false,,mg/L,min,6.5,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,dissolvedOxygen,7.2,,false,,mg/L,max,7.2,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,ph,7.5,,false,,,min,7.5,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,ph,9.3,,false,,,max,9.3,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,conductivity,962,,false,,uS/cm,min,962,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,conductivity,2156,,false,,uS/cm,max,2156,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,bod,7.0,,false,,mg/L,min,7.0,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,bod,30.0,,false,,mg/L,max,30.0,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,nitrateNitrite,0.36,,false,,mg/L as N,max,0.36,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,fecalColiform,14000,,false,,MPN/100mL,min,14000,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,fecalColiform,54000,,false,,MPN/100mL,max,54000,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,totalColiform,54000,,false,,MPN/100mL,min,54000,nwmp-2021
nwmp-2021,3560,3560,MAVENAKERE TANK,TANK,2021,,,totalColiform,160000,,false,,MPN/100mL,max,160000,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,dissolvedOxygen,1.1,,false,,mg/L,min,1.1,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,dissolvedOxygen,6.4,,false,,mg/L,max,6.4,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,ph,6.6,,false,,,min,6.6,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,ph,8.0,,false,,,max,8.0,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,conductivity,704,,false,,uS/cm,min,704,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,conductivity,1397,,false,,uS/cm,max,1397,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,bod,3.0,,false,,mg/L,min,3.0,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,bod,53.0,,false,,mg/L,max,53.0,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,nitrateNitrite,1.00,,false,,mg/L as N,min,1.00,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,nitrateNitrite,6.30,,false,,mg/L as N,max,6.30,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,fecalColiform,4600,,false,,MPN/100mL,min,4600,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,fecalColiform,110000,,false,,MPN/100mL,max,110000,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,totalColiform,35000,,false,,MPN/100mL,min,35000,nwmp-2021
nwmp-2021,3650,3650,MELEKOTE TANK,TANK,2021,,,totalColiform,920000,,false,,MPN/100mL,max,920000,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,dissolvedOxygen,4.8,,false,,mg/L,min,4.8,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,dissolvedOxygen,7.3,,false,,mg/L,max,7.3,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,ph,6.5,,false,,,min,6.5,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,ph,7.2,,false,,,max,7.2,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,conductivity,151,,false,,uS/cm,min,151,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,conductivity,599,,false,,uS/cm,max,599,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,bod,3.0,,false,,mg/L,min,3.0,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,bod,4.0,,false,,mg/L,max,4.0,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,nitrateNitrite,0.52,,false,,mg/L as N,min,0.52,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,nitrateNitrite,2.00,,false,,mg/L as N,max,2.00,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,fecalColiform,630,,false,,MPN/100mL,min,630,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,fecalColiform,17000,,false,,MPN/100mL,max,17000,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,totalColiform,5400,,false,,MPN/100mL,min,5400,nwmp-2021
nwmp-2021,3648,3648,MYDALA TANK,TANK,2021,,,totalColiform,160000,,false,,MPN/100mL,max,160000,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
