Tank ID,Tank Name,Tank Owner,District,Taluk,GPName,VillageName,Command Area (Ha),Tank Spread Area (Ha),Storage Capacity (MCFT),Designed Water Utilization (MCFT),Embankment Type,Embankment Height (m),Embankment Top Width (m),Embankment Length (m),Waste Weir Type,Kodi Length Details,Waste Weir Flow (cumecs)
KA01050025,Shattihalli,Minor Irrigation Department,Belagavi,Hukeri,Salamawadi,Shettyhalli,97,3.94,0.1,0.1, ,10.2,2.5,340,Sloping apron,,
KA01050027,Basapur,Minor Irrigation Department,Belagavi,Hukeri,Bassapur,Bassapura,59,3.24,4,5, ,,,, -,,
KA01050029,Bellad Bagewadi Site II,Minor Irrigation Department,Belagavi,Hukeri,Gudas,Gudasa,61,3.1,3.93,, ,,,,Flush escape,,
KA01050024,M.I  Basavanna Yelimunoli,Minor Irrigation Department,Belagavi,Hukeri,Yelimunnoli,Elimunavalli,57,2.67,2.47,0.21, ,10.26,2.5,186, ,,
KA01050037, ,Minor Irrigation Department,Belagavi,Hukeri,Kamatanur,Kamathanura,600,80.93,80.97,93,Zonal,14.7,2.5,800,Ogee,90,138.78
KA01050009,Yelimnuoli,Minor Irrigation Department,Belagavi,Hukeri,Yelimunnoli,Elimunavalli,108,3.64,14.67,8, ,,,, --,,
KA01050016,M.I.  Ankle Site II,Minor Irrigation Department,Belagavi,Hukeri,Ankali,Ankale,67,4.2,9.1,9.1, ,13.12,,200,Flus escape,,
KA01050021,Sarapur,Minor Irrigation Department,Belagavi,Hukeri,Sarapur,Sarapura,67,10.13,9.87,8.29, ,9.83,360,,Sloping apron,,
KA01050020,Hargapur,Minor Irrigation Department,Belagavi,Hukeri,Haragapur,Haragapura,48,3.24,6.8,5, ,,,, -,,
KA01050030,Shailapur,Minor Irrigation Department,Belagavi,Hukeri,Belavi,Sheelapura,61,3.1,3.96,3.96, ,,,, ,,
KA01050043, ,Minor Irrigation Department,Belagavi,Hukeri,B. Alur,Bugate Aluru,77,,3.48,, ,10.05,2.5,285,Flush escape,,
KA01050017,M.I. Bellad Bagewadi,Minor Irrigation Department,Belagavi,Hukeri,Sarapur,Shirahatti Kurdha,135,23.53,18.34,20.34, ,11.3,2.44,514,Flus escape,,
KA01050015,Ammangi,Minor Irrigation Department,Belagavi,Hukeri,Ammanagi,Ammanagi,290,6.07,19.77,18, ,,,, -,,
KA01050023,M.I. Belhavi,Minor Irrigation Department,Belagavi,Hukeri,Belavi,Belavi,50.5,3.8,3.49,0.15, ,7.9,2.5,365,Flus escape,,
KA01050003,Bhairapur Tank,Minor Irrigation Department,Belagavi,Hukeri,Mattiwade,Byrapura,660,31,41.62,42.79, ,15.3,2.5,600.5,Clear overfall,,
KA01050028,Shirahatti,Minor Irrigation Department,Belagavi,Hukeri,Sarapur,Shirahatti Budaruka,88,7.86,8.08,9.76, ,9,,295.8,Flus escape,,
KA01050012,M.I.  Naganur,Minor Irrigation Department,Belagavi,Hukeri,Mattiwade,Naganoora.K.S,119,4.44,3.57,3.26, ,3.8,2.5,385,FOF,,
KA01050013,T Seti,Minor Irrigation Department,Belagavi,Hukeri,Kesti,Kesthi,97,5.7,0.1,8.2, ,13.8,270,,Flush escape,,
KA01050014,Boragal,Minor Irrigation Department,Belagavi,Hukeri,Borgal,Booragala,48,4.04,3.26,4, ,,,, -,,
KA01050006,Tihal,Minor Irrigation Department,Belagavi,Hukeri,Daddi,Atthihala,40,3.24,2.72,6.3, ,2.5,180,,Flush escape,,
KA01050005,M.I.  Ullagaddi Khanapur,Minor Irrigation Department,Belagavi,Hukeri,U-Khanapur,V.Khanapura,180,6.07,14.95,15.5, ,,,, --,,
KA01050008,M.I Rashing,Minor Irrigation Department,Belagavi,Hukeri,B. Alur,Rashinga,90,7.45,4.94,14, ,11,2.5,408,Flus escape,,
KA01050010,Hitni,Minor Irrigation Department,Belagavi,Hukeri,Hitni,Hitni,160,10.25,14.5,13.06, ,14.09,,668,Flush escape,,
KA01050018,Karajagi,Minor Irrigation Department,Belagavi,Hukeri,Bad,Kharajagi,95,3.64,12.9,9, ,,,, -,,
KA01050019,Kanagal,Minor Irrigation Department,Belagavi,Hukeri,Kanagala,Kanagale,102,,25.4,, ,15.23,2.5,393,Flush escape,,
KA01050022,Near Kanagala Site II,Minor Irrigation Department,Belagavi,Hukeri,Kanagala,Kanagale,84,4.04,11.41,8, ,,,, -,,
KA01130003,M.I.  Mangasuli Site I,Minor Irrigation Department,Belagavi,Kagwad,Mangasuli,Mangasooli,50,8.6,6.3,6.3,Zonal,9.53,1.8,257,Flushescape,,2760
KA01130002,M.I.  Mangasuli Site II,Minor Irrigation Department,Belagavi,Kagwad,Mangasuli,Mangasooli,48,6.44,6.3,6.3,Zonal,6.9,1.8,300,Flushescape,,2024
KA01130001,Lokur,Minor Irrigation Department,Belagavi,Kagwad,Mangasuli,Lokura,43,3.13,5.35,5.35,Zonal,8.1,1.8,330,Flushescape,,650
KA01070044,Deminkoppa,Minor Irrigation Department,Belagavi,Khanapur,Kodachawad,Dheminakoppa,53.03,15.44,8.2,8.2, ,2.4,1.8,390,Submercible,,
KA01070039,Sannahosur,Minor Irrigation Department,Belagavi,Khanapur,Topinakatti,Thopinakatte,,,,, ,,,, ,,
KA01070159,Chikkahattiholi,Minor Irrigation Department,Belagavi,Khanapur,Hirehattiholi,Hattiholi Chikka,,,,, ,,,, ,,
KA01070040,Topinkatti,Minor Irrigation Department,Belagavi,Khanapur,Topinakatti,Thopinakatte,,,,, ,,,, ,,
KA01070156,Tarishwad,Minor Irrigation Department,Belagavi,Khanapur,Parishwad,Parishawada,,,,, ,,,, ,,
KA01070185, ,Minor Irrigation Department,Belagavi,Khanapur,Itagi,Itagi,,,,, ,,,, ,,
KA01070004,Itagi Tank,Minor Irrigation Department,Belagavi,Khanapur,Itagi,Itagi,246,20.4,30.45,30.26, ,11.46,3.05,757,Flus escape,,
KA01070050,Kodachwad,Minor Irrigation Department,Belagavi,Khanapur,Kodachawad,Kodachawada,77.77,1.57,12,12, ,2.9,1.8,15,Submercible,,
KA01070038,Bacholi,Minor Irrigation Department,Belagavi,Khanapur,Nagurda,Harasanawadi,88.23,4.5,13.6,13.6, ,4.5,1.8,420,COF,,
KA01070028,Awaroli,Minor Irrigation Department,Belagavi,Khanapur,Kodachawad,Avrolli,,,,, ,,,, ,,
KA01070049,Bogur,Minor Irrigation Department,Belagavi,Khanapur,Itagi,Bogura,,,,, ,,,, ,,
KA01070041,Waddebail,Minor Irrigation Department,Belagavi,Khanapur,Chapagaon,Chapagon,,,,, ,,,, ,,
KA01070030,Tolagi,Minor Irrigation Department,Belagavi,Khanapur,Kadatan Bagewadi,Tholagi,120.6,3.62,14.9,14.9, ,4.87,1.82,553.2, -,,
KA01070005,Kadatana Bagewadi Tank,Minor Irrigation Department,Belagavi,Khanapur,Kadatan Bagewadi,Kadathanabagewadi,315,34.4,32,32, ,13.55,3.66,594.5,COF,,
KA01070158,Khairawad,Minor Irrigation Department,Belagavi,Khanapur,Bekawad,Khyrawada,,,,, ,,,, ,,
KA01070034,Gundigawad,Minor Irrigation Department,Belagavi,Khanapur,Gandigawad,Gandhigawada,132.64,12.24,16.38,16.38, ,4.2,3.66,966.39,Submercible,,
KA01070045,Chamapagaon,Minor Irrigation Department,Belagavi,Khanapur,Chapagaon,Allehola,211,15,13.55,12, ,11.46,2.44,757,Flus escape,,
KA01070025,K.Nandagad,Minor Irrigation Department,Belagavi,Khanapur,Kasaba Nandagad,Kasabanandhagad,,,,, ,,,, ,,
KA01070003,Bidi Tank,Minor Irrigation Department,Belagavi,Khanapur,Beedi,Balikodala,124.81,32,37.25,64.72, ,11.67,2.5,580, -,,
KA01070001,Hebbal Tank,Minor Irrigation Department,Belagavi,Khanapur,Hebbal,Hebbala,110,13.32,19.62,37.11, ,12.64,2.5,530,Clear overfall,,
KA01070048,Handur,Minor Irrigation Department,Belagavi,Khanapur,Kerawad,Handura,,,,, ,,,, ,,
KA01070017,Ramapura Tank,Minor Irrigation Department,Belagavi,Khanapur,Kerawad,Kerwad (Gundyanati),204,28.35,36.97,51.24, ,14,2.45,345,Sloping apron,,
KA01070157,Surapur,Minor Irrigation Department,Belagavi,Khanapur,Kerawad,Kerwad (Gundyanati),,,,, ,,,, ,,
KA01070002,Ghastolli Tank,Minor Irrigation Department,Belagavi,Khanapur,Mangenkoppa,Munganakoppa,433,26.61,66.85,66.85, ,14.5,66.85,486,Clear overfall,,
KA01070101, ,Minor Irrigation Department,Belagavi,Khanapur,Nanjankodal,Gundapi,,,,, ,,,, ,,
KA01070204, ,Minor Irrigation Department,Belagavi,Khanapur,Halashi,Halasi,41,5.51,6.4,6.4, ,2.9,1.8,600,COF,,
KA01070043,Kerawad,Minor Irrigation Department,Belagavi,Khanapur,Kerawad,Kerwad (Gundyanati),130.8,15,8.95,8.95, ,4,2.4,420,Submercible,,
KA01070155,Ghodageri,Minor Irrigation Department,Belagavi,Khanapur,Godholli,Godhageri,,,,, ,,,, ,,
KA01070033,Godholi,Minor Irrigation Department,Belagavi,Khanapur,Godholli,Godholi,117.04,14.98,18,18, ,3,3,880,Submercible,,
KA01070154,Lingamath,Minor Irrigation Department,Belagavi,Khanapur,Linganamath,Linganamata,,,,, ,,,, ,,
KA01070047,Halga,Minor Irrigation Department,Belagavi,Khanapur,Halaga,Halage,,,,, ,,,, ,,
KA01070046,Halajunjwad,Minor Irrigation Department,Belagavi,Khanapur,Nanjankodal,Junjawada. K.N,,,,, ,,,, ,,
KA01070031,Adibidi,Minor Irrigation Department,Belagavi,Khanapur,Beedi,Beedi,78.15,1.89,12,30.45, ,4.5,2.45,420,COF,,
KA01070042,Nandagad,Minor Irrigation Department,Belagavi,Khanapur,Nandagad,Nandhagada,353,27,29.04,29.04, ,15,4,530,Clear overfall,,
KA01070178,Nandagad,Minor Irrigation Department,Belagavi,Khanapur,Nandagad,Nandhagada,,,,, ,,,, ,,
KA01070026,Junjawad,Minor Irrigation Department,Belagavi,Khanapur,Kasaba Nandagad,Junjawada,227,16.3,17.3,12.22, ,5,2.4,524,Submercible,,
KA01070032,Handur,Minor Irrigation Department,Belagavi,Khanapur,Kerawad,Handura,,,,, ,,,, ,,
KA01110005,M.I Marigeri,Minor Irrigation Department,Belagavi,Kittur,Nicchanaki,Marigeri,52.53,1.52,0.75,1.01, ,3.35,1.95,207,Flus escape,,
KA01110006,M.I Machikulavalli,Minor Irrigation Department,Belagavi,Kittur,Kulvalli,Kulavalli,41,3.06,6.02,6.02, ,7.62,,,Main wall,,
KA01110016,Tarasanatti,Minor Irrigation Department,Belagavi,Kittur,ULB-Chennamana Kittur-TP,Parasanahatti,190.19,10.19,26,26, ,4.27,3.46,244,Flus escape,,
KA01110019,Bailur,Minor Irrigation Department,Belagavi,Kittur,Bailur,Bylura,48.6,4.86,5.5,5.5, ,2.75,2.44,521,Flus escape,,
KA01110011,Kittur,Minor Irrigation Department,Belagavi,Kittur,ULB-Chennamana Kittur-TP,Kitthuru,53.9,3.24,7,1, ,3.35,2.44,244,Openduct,,
KA01110015,Kittur,Minor Irrigation Department,Belagavi,Kittur,ULB-Chennamana Kittur-TP,Kitthuru,53.9,8.81,13,13, ,3.66,1.85,241,Flus escape,,
KA01110017,Nichinkai,Minor Irrigation Department,Belagavi,Kittur,Nicchanaki,Nichhanaki,50.6,6.8,5.24,5.24, ,0,0,0,-,,
KA01110010,M.I Basarkhod,Minor Irrigation Department,Belagavi,Kittur,Degoan,Basarakoda,126.1,12.15,16.1,1.29, ,3.66,2.34,213.5,Flus escape,,
KA01110004,Ugarkhod,Minor Irrigation Department,Belagavi,Kittur,Ugarakod,Ugarakoda,53.58,4.74,6.5,6.5, ,3.35,3.6,468,Flus escape,,
KA01110014,Bachankeri,Minor Irrigation Department,Belagavi,Kittur,Ugarakod,Bachinakeri,129.62,12.15,17,6.48, ,3.68,1.83,480.1,Flus escape,,
KA01110018,Dematti,Minor Irrigation Department,Belagavi,Kittur,Ugarakod,Dhematti,107,7.8,4.86,4.96, ,5.03,1.8,298,Flus escape,,
KA01110012,Ambadagatti,Minor Irrigation Department,Belagavi,Kittur,Ambadagatti,Ambadagatti,85.1,8.51,10.75,10.75, ,3.35,3.05,275,Flus escape,,
KA01110142, ,Minor Irrigation Department,Belagavi,Kittur,Ambadagatti,Honnidhibba,49.06,4.45,4.25,, ,5.05,1.83,282.95,Sloping apron,,
KA01110013,Hollikatti,Minor Irrigation Department,Belagavi,Kittur,Ambadagatti,Hoolikatti (Kasaba Kadhrolli),108.54,3.64,6.33,6.33, ,4.08,1,375,Masonry wall ,,
KA01110020,Deversigihalli,Minor Irrigation Department,Belagavi,Kittur,Devarashigihalli,Devara Sheegehalli,45.82,4.45,5.5,5.5, ,1.05,3.66,305,Sloping apron,,
KA01110008,M.I. Deversigihalli,Minor Irrigation Department,Belagavi,Kittur,Devarashigihalli,Devara Sheegehalli,51.96,5.05,6.5,6.5, ,3.05,1.83,544,Sloping apron,,
KA01110003,Kadatnal Tank,Minor Irrigation Department,Belagavi,Kittur,Holinagalapur,Kadathanala,490,53.96,39.6,39.6, ,11.48,2.45,591.7,Flus escape,,
KA01090016,Tattihal,Minor Irrigation Department,Belagavi,Kittur,Khodanapur,Koodhanapura,178,10.44,21.93,21.93, ,0.15,2.4,473,Flus escape,,
KA01110022,Veerapur,Minor Irrigation Department,Belagavi,Kittur,Dastikoppa,Veerapura,42.19,6.76,5.16,5.16, ,3.85,2.5,735,Flus escape,,
KA01110163,Veerapur,Minor Irrigation Department,Belagavi,Kittur,Dastikoppa,Veerapura,44.29,5.23,4.96,4.96, ,4,2.5,360,Flus escape,,
KA01110021,Amarapur,Minor Irrigation Department,Belagavi,Kittur,Dastikoppa,Amarapura,43.47,7.76,5.35,5.35, ,3.66,2.7,685,Flus escape,,
KA01090015,M.K.Hubli,Minor Irrigation Department,Belagavi,Kittur,ULB-M.K.Hubballi-TP,M.K.Hubli,168.23,8.1,21,21, ,3.05,3.66,780,Flus escape,,
KA01120030,Percolation  Appachwadi Site  I,Minor Irrigation Department,Belagavi,Nipani,Kurli,Bhatanaganura,53,3.4,3.4,3.4, ,8.57,1.8,256,Flushescape,,325
KA01050031,Percolation Yarnal,Minor Irrigation Department,Belagavi,Nipani,Yaranal,Yaranala,40,3.9,2.55,2.55, ,9.8,2.5,130,Flushescape,,347
KA01120031,M.I.  Tangeri B,Minor Irrigation Department,Belagavi,Nipani,Shiraguppi,Pangeri.B,184,14.3,22.24,22.24,Zonal,15.81,2.5,398,Flushescape,,852
KA01120032,Percolation Shiraguppi,Minor Irrigation Department,Belagavi,Nipani,Shiraguppi,Shiraguppi,40,4.1,2.56,2.56, ,9.38,2.5,240,Flushescape,,633
KA01100008, ,Minor Irrigation Department,Belagavi,Ramdurg,Hosakoti,Gutthigoli,,,,, ,,,, ,,
KA01100040, ,Minor Irrigation Department,Belagavi,Ramdurg,Hosakoti,Gutthigoli,,,,, ,,,, ,,
KA01100048, ,Minor Irrigation Department,Belagavi,Ramdurg,Udapudi,Panchagaov,,,,, ,,,, ,,
KA01100001, ,Minor Irrigation Department,Belagavi,Ramdurg,Hirekoppa Ks.,Hirekoppa,48.6,0,4.37,4.37, ,6.27,1.83,385,Apron type,25,23.53
KA01100050, ,Minor Irrigation Department,Belagavi,Ramdurg,Bannur,Bannura,,,,, ,,,, ,,
KA01100005, ,Minor Irrigation Department,Belagavi,Ramdurg,Nandihal,Nandhihala,,,,, ,,,, ,,
KA01100053, ,Minor Irrigation Department,Belagavi,Ramdurg,Godachi,Godaji,48.5,12.1,9.02,8.2, ,9,1.85,350,Flush escape,35,30.58
KA01100046, ,Minor Irrigation Department,Belagavi,Ramdurg,Batakurki,Batakurki,,,,, ,,,, ,,
KA01100006, ,Minor Irrigation Department,Belagavi,Ramdurg,Godachi,Sidhnala,,,,, ,,,, ,,
KA01100064, ,Minor Irrigation Department,Belagavi,Ramdurg,Batakurki,Naganura,120,13,4.51,4.1,Zonal,10.1,1.85,450,Flsuh escape,30,30.58
KA01100002, ,Minor Irrigation Department,Belagavi,Ramdurg,K.Chandaragi,Kesarakoppa,40,6.55,3.23,3.23, ,,2.5,370,Sloping,18,23.45
KA01100057, ,Minor Irrigation Department,Belagavi,Ramdurg,Mudenur,Mudhenura,148.39,21.46,19.36,17.6,Zonal,8.26,1.83,710.6,Submercible,40,46.38
KA01100058, ,Minor Irrigation Department,Belagavi,Ramdurg,Hanamapur,Umathara,120,14.2,8.36,7.6,Zonal,7.5,1.8,380,Flsuh escape,30,30.58
KA01100062, ,Minor Irrigation Department,Belagavi,Ramdurg,Ghatakanur,Kolaji,,,,, ,,,, ,,
KA01030014,Devapurhatti,Minor Irrigation Department,Belagavi,Raybag,Katakbhavi,Devarapuratti,54,7.7,3.3,3.3,Zonal,4.55,2.5,393,Flushescape,,365
KA01030006,Bendwad,Minor Irrigation Department,Belagavi,Raybag,Bhendwad,Bendawada,53,14.2,5.8,5.8,Zonal,8.12,3.26,305,Flushescape,,2886
KA01030002,Kempanjali,Minor Irrigation Department,Belagavi,Raybag,Raibag (Rural),Raibagha,146,17.5,9.03,9.03,Zonal,87.6,1.8,424,Flushescape,,1223
KA01030032, ,Minor Irrigation Department,Belagavi,Raybag,Nandikurali,Nandhikurali,74,10.72,10.1,10.1,Zonal,11.44,2.44,366,Flushescape,,962
KA01030008,Kekhali,Minor Irrigation Department,Belagavi,Raybag,Mekhali,Mekhali,53,17,8.68,8.68,Zonal,9,1.8,526,Flushescape,,1510
KA01030009,Byakud,Minor Irrigation Department,Belagavi,Raybag,Byakud,Adagalbyakooda,40,7.4,5.16,5.16,Zonal,8.54,1.8,365.99,Submerged,,814
KA01030007,Savasuddi Stite II,Minor Irrigation Department,Belagavi,Raybag,Savasuddi,Samvasuddhi,40,10.44,3.73,3.73,Zonal,5.86,1.8,267,Flushescape,,650
KA01030005,Tank Budhihal,Minor Irrigation Department,Belagavi,Raybag,Hubbarwadi,Boodhihala,40,3.44,2.51,2.51,Zonal,7.39,2.5,188,Flushescape,,462
KA01030011,Mavinhonda,Minor Irrigation Department,Belagavi,Raybag,Bhendwad,Mavinahonda,40,3.44,2.63,2.63,Zonal,6.37,2.5,320,Flushescape,,461.21
KA01030004,Savasuddi Stite I,Minor Irrigation Department,Belagavi,Raybag,Savasuddi,Samvasuddhi,68,18.63,10.5,10.5,Zonal,7.73,1.8,340,Flushescape,,1171
KA01030013,Kppalguddi,Minor Irrigation Department,Belagavi,Raybag,Kappalguddi,Kappalaguddhi,40,5.41,3.22,3.22,Zonal,6.4,1.8,260,Flushescape,,550
KA01030010,M.I  Biranal,Minor Irrigation Department,Belagavi,Raybag,Byakud,Biranala,180,80.37,22.2,22.2,Zonal,10.6,1.8,427,Flushescape,,2893
KA01030003,M.I  Miragasli,Minor Irrigation Department,Belagavi,Raybag,Byakud,Adagalbyakooda,68,14.58,8.36,8.36,Zonal,9.39,1.8,291,Flushescape,,1185
KA01080088,M.I.  Malagali,Minor Irrigation Department,Belagavi,Saundatti,Tadasalur,Thadasaloora,119,24.44,26.73,24.3, ,12.3,2.4,558,Flush escape,,141.58
KA01080100,Murakumbi Tank,Minor Irrigation Department,Belagavi,Saundatti,Harugoppa,Harugoppa,371,45.32,48.5,44.09, ,12,1.8,726,Flush escape,,229.08
KA01080101,Hirekop Tank,Minor Irrigation Department,Belagavi,Saundatti,Murgod,Muragodu,346,0,49.5,45, ,12.39,3.6,765,Submerged,,30.58
KA01080091,M.I.  Rudrapur,Minor Irrigation Department,Belagavi,Saundatti,Murgod,Muragodu,77,0.81,13.15,11.95, ,15.15,1.8,225,Flush escape,,19.59
KA01080092,M.I.  Inchal,Minor Irrigation Department,Belagavi,Saundatti,Inchal,Inchala,88,9.06,15.26,13.87, ,10.32,2.5,445,Flush escape,,21.03
KA01080087,M.I.  Hirebudnur,Minor Irrigation Department,Belagavi,Saundatti,Hirebudanur,Hire Boodanura,185,26.24,31.35,28.5, ,12.55,2,330,Flush escape,,5.57
KA01080086,M.I.  Chikbudnur,Minor Irrigation Department,Belagavi,Saundatti,Hirebudanur,Chikka Boodhanura,480,45.24,66,60, ,14.08,2.5,215,Labyrinth weir,,349.28
KA01080096,M.I.  Bolkadabi,Minor Irrigation Department,Belagavi,Yaragatti,Kadabi,Kadabi,134.35,10.11,14.52,13.2, ,15.15,2.44,555,Flush escape,,84.6
KA01080025,M.I.  Madmageri,Minor Irrigation Department,Belagavi,Yaragatti,Madamageri,Yaraganavi,58,0,9.9,9, ,0,0,0, ,,0
KA01080085,M.I.  Yaraganavi,Minor Irrigation Department,Belagavi,Yaragatti,Madamageri,Yaraganavi,54.5,12,9.19,8.35, ,9.42,1.8,281,Flush escape,,29.98
KA01080097,Yarazarvi Tank,Minor Irrigation Department,Belagavi,Yaragatti,Yarazarvi,Boodhigoppa,431,51.5,45.23,41.12, ,12.16,2.3,699,Flush escape,,231
KA01080095,M.I.  Tallur,Minor Irrigation Department,Belagavi,Yaragatti,Tallur,Thallura,231,54,38.94,35.4, ,9.82,2.4,915,Ogee weir,,64.67
KA01080089,M.I.  Mugalihal (New),Minor Irrigation Department,Belagavi,Yaragatti,Mugalihal,Mugelihala,40,21.75,14.3,13, ,9.37,2.5,530,Clear overfall,,0
KA01080024,Itnal,Minor Irrigation Department,Belagavi,Yaragatti,Sattigeri,Satthigeri,40,6,6.22,6.22, ,10,2.5,225,Earthen bund,,25.1
KA01080090,M.I.  Kodliwad,Minor Irrigation Department,Belagavi,Yaragatti,Akkisagar,Kodliwada,230,31.04,23.88,21.71, ,14,2.4,480,Flush escape,,56.63
KA01080028,M.I.  Mugalihal (Old),Minor Irrigation Department,Belagavi,Yaragatti,Mugalihal,Mugelihala,105,0,14.52,13.2, ,9.37,2.5,530,Flush escape,,84.37
KA01080026,M.I.  Korakoppa,Minor Irrigation Department,Belagavi,Yaragatti,Sattigeri,Satthigeri,70,19.72,6.18,5.62, ,7.27,2.5,390,Ogee weir,,42.55
KA21030095,Boodigere Ammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Boodigere,Bhudagere Amanikere,161.8,136.98,131.86,131.86,Homogeneous,4.2,5,1172,Sloping Apron,,32.87
KA21030094,Bidalapura Ammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Nalluru,Bidhlupura Amanikere,80.53,80.93,18.21,18.21,Homogeneous,1.3,2.5,728,Sloping Apron,,39.27
KA21030100,Bettakote Ammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Bettakote,Bettakote Amanikere,212.46,181.76,130.58,130.58,Homogeneous,6,3,1445,Sloping Apron,,35.53
KA21030093,Konaginabele Kere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,I.Basapura,Konaginabele,93,22.68,20.89,20.89,Homogeneous,3.5,2.5,992,Sloping Apron,46,14.61
KA21030107,Aradeshanahalli Kere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Jalige,J.I. Aradeshanahalli,119.1,77.7,43.41,43.41,Homogeneous,3.8,5,995,Clear over fall,46,13.22
KA21030091,Chikkasanne Bandeammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Vishwanathapura,Bommawara,146.72,43.1,72.47,72.47,Homogeneous,4.5,2.5,932,Sloping Apron,20,14.07
KA21030088,Vijayapura Ammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Harohalli,Chikkanahalli,145.3,114.52,56.21,56.21,Homogeneous,4.5,8,1085,Clear over fall,,107.76
KA21030087,Karahalli Ammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Karahalli,Karahalli Amanikere,200,28.32,12.09,12.09,Homogeneous,2.8,4,905,Sloping Apron,,54.22
KA21030092,Thatamachanahalli Ammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Venkatagirikote,Thatamachanahallikere,324,169,130.44,130.44,Homogeneous,6,2,1680,Clear over fall,,87.12
KA21030090,Channarayapatna Ammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Channarayapatna,Hyedalu,77.3,88.62,52.32,52.32,Homogeneous,4.5,2.5,730,Clear over fall,50,43.66
KA21030089,Bannimangala Ammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Alooru Duddanahalli,Binnamangala Amanikere,84.61,56,41.8,41.8,Homogeneous,3,4.5,1022,Sloping Apron,65,123.47
KA21030085,Devanahalli Hireammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,ULB-Devanahalli-TMC,Hire Amanikere,45.02,87,30.47,30.47,Homogeneous,5,10,725,Sloping Apron,,22.14
KA21030036,Devasthanadha Ammanikere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Bidaluru,Devasthana Amanikere,93.2,16,16,16,Homogeneous,3,3,1230,Sloping Apron,22,22.37
KA21030108,Alur Dunahalli Kere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Alooru Duddanahalli,Alurududdanahalli,87.04,22.66,43,43,Homogeneous,2,3.5,782,Sloping Apron,25,32.05
KA28050291,Amani Bhadranakere,Minor Irrigation Department,Bengaluru Rural,Devanahalli,Godlumuddenahalli,Yaluvahalli,1053,190.28,320.17,224.12,Zonal,5.5,8.5,1500,Over Fall,14.36,133.56
KA21020013,Honnavara Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Honnavara,Honnavara,86.32,35,9.03,9.03,Homogeneous,0,2.4,247,Clear Over fall,50,25.99
KA21020040,Madhure Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Honnavara,Isthuru,291,11,11.54,11.54,Homogeneous,9.75,3.5,637,Sloping Apron,35.5,25.88
KA21020041,Doddatumakuru Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Doddathumakuru,Dodda Tumakuru,111.7,15.5,4.24,4.24,Homogeneous,2.1,4.2,575,Sloping Apron,40,20.3
KA21020017,Simpadipura Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Honnavara,Shimpadipura,48.56,198.7,89.43,89.43,Homogeneous,4.2,6,1350,Sloping Apron,25,52.38
KA21020021,Kadanuru Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Kadanuru,Kadanuru,40.16,29.3,7.07,7.07,Homogeneous,4,5,1050,Sloping Apron,45,28.14
KA21020020,Haadripura Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Hadripura,Hadhripura,70.28,47.35,10.96,10.96,Homogeneous,2.4,3.7,990,Sloping Apron,25,62.57
KA21020016,Ujjani Gowrammana Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Hosahalli,Ujjini,57.51,13.6,8.84,8.84,Homogeneous,10.7,3,170,Clear Over fall,50,88.22
KA28010207,Ujjanihole Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Hosahalli,Hosahalli,324,16.19,46.97,324,Homogeneous,4,1.8,1200,Clear Over Fall,14.3,211.14
KA21020031,Arudi Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Aroodi,J.I.Arodi,64.35,41.99,17.67,17.67,Homogeneous,3.5,3.5,515,Sloping Apron,,32.79
KA21020037,Heggadihalli Amani Kere,Minor Irrigation Department,Bengaluru Rural,Dod Ballapur,Heggadihalli,Heggadihalli,52.3,6.15,6.36,6.36,Homogeneous,2.4,3,360,Sloping Apron,30,24.21
